Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
,bi(4-5)-2(NH3)(1+),166.76,790.48,y6(1+),6079.719195473804,364.7225067299173,0.314
,a4-2(H2O)-(HCOH)(2+),166.76,790.48,y6(1+),6079.719195473804,364.7225067299173,0.334
,a2(1+),166.76,790.48,y6(1+),6079.719195473804,364.7225067299173,0.354
,y1(1+),166.76,790.48,a8-(CH3CH2SCH3)(1+),6079.719195473804,364.7225067299173,0.67
,y1(1+),166.76,790.48,a8-(CH2S)-(HCOH)(1+),6079.719195473804,364.7225067299173,0.672
,ai(2-5)-(HCOH)(2+),166.76,790.48,y6(1+),6079.719195473804,364.7225067299173,0.672
46,,492.39,520.34,,3221.1535780182403,364.3627166912907,
47,ai(6-9)-(NH3)(1+),452.72,525.72,b5(1+),2382.715420836514,362.7014535338115,0.674
48,y6-(NH3)(2+),387.06,508.12,b5-(H2O)(1+),4794.753818292238,362.65818520255397,0.244
,y6-(H2O)(2+),387.06,508.12,b5-(H2O)(1+),4794.753818292238,362.65818520255397,0.331
49,,584.72,938.6,,4444.496677433413,360.96968996134785,
50,,584.56,1142.28,,1756.6094845044609,359.45962724747295,
51,,589.58,845.62,,3586.2087078834825,359.35023752349883,
52,y3-2(NH3)(2+),194.75,406.78,ai(5-8)-2(NH3)(1+),2215.536605756081,359.033393920012,0.517
,b2(1+),194.75,406.78,bi(3-9)-(NH3)(2+),2215.536605756081,359.033393920012,0.641
53,,621.39,691.36,,2161.3976562675384,356.880822358882,
54,,791.52,956.24,,2552.0502856944468,356.4688082013618,
55,,423.98,491.19,,3360.8526123081956,354.5720417779,
56,b5-(HCOH)(1+),496.11,625.16,y5-2(H2O)-(HCOH)(1+),7187.462444669092,354.3103716846705,0.309
,b5-(HCOH)(1+),496.11,625.16,bi(6-10)(1+),7187.462444669092,354.3103716846705,0.326
57,,566.32,692.26,,5499.754130884856,353.5403137511713,
58,b3-(NH3)(1+),308.98,427.28,y7-2(H2O)(2+),5382.82749539993,352.7317448399319,0.15
,ai(5-10)-2(H2O)-(HN=C=NH)(2+),308.98,427.28,b4(1+),5382.82749539993,352.7317448399319,0.764
59,,553.78,566.98,,3526.2278627761925,352.6268546790799,
60,,503.82,790.29,,7200.163019740899,350.17247899698043,
61,b3(1+),325.95,475.08,y8-(HN=C=NH)(2+),1821.8077979097118,349.8582400026272,0.328
,b3(1+),325.95,475.08,ai(4-8)-2(H2O)-(HCOH)(1+),1821.8077979097118,349.8582400026272,0.336
62,b4-(H2O)(1+),409.02,724.11,y6-2(H2O)-(HCOH)(1+),2955.817497492887,348.518828558228,0.425
,b4-(H2O)(1+),409.02,724.11,bi(5-10)(1+),2955.817497492887,348.518828558228,0.444
63,,507.21,772.18,,3388.734236627231,347.51752928643066,
64,,478.73,503.84,,3552.391530851964,347.49720503489016,
65,,576.04,643.13,,5382.103026748772,347.3594038613023,
66,,419.31,469.6,,2529.161384441162,347.1415468895678,
67,,419.92,528.87,,1883.608136181124,346.39593064073216,
68,,369.4,791.54,,5264.2131772793655,346.2221220818893,
69,b3-(H2O)(1+),308.61,423.89,y7-(HN=C=NH)(2+),3458.2582685738844,345.7847707432186,0.617
,b3-(NH3)(1+),308.61,423.89,y7-(HN=C=NH)(2+),3458.2582685738844,345.7847707432186,0.656
