,m/z A,m/z B,Ranking,selected_total,component_x1,component_x2,charge_A,charge_B,adj_mass_A,adj_mass_B,source_column,deviation,parent_isotope_idx,explanation_A,deviation_A,theoretical_mass_A,iso_A,base_name_A,explanation_B,deviation_B,theoretical_mass_B,iso_B,base_name_B,line,num_ffc
169,476.274275,1097.865943,1,3769.872104,476.274275,3293.5978290000003,1,3,476.274275,3291.5821490000003,1*m/z A + 3*m/z B,0.027973999999176158,0.0,0,0.002824999999972988,476.27145,0.0,y4,+2,0.017268999999942025,3291.5648800000004,2.0,b29,2,101
324,476.274275,1098.199865,2,3770.8738700000004,476.274275,3294.599595,1,3,476.274275,3292.583915,1*m/z A + 3*m/z B,0.029739999999492284,0.0,0,0.002824999999972988,476.27145,0.0,y4,+3,0.015684999999848515,3292.5682300000003,3.0,b29,3,92
54,476.274275,1097.531602,3,3768.869081,476.274275,3292.594806,1,3,476.274275,3290.579126,1*m/z A + 3*m/z B,0.024950999998964107,0.0,0,0.002824999999972988,476.27145,0.0,y4,+1,0.017595999999684864,3290.5615300000004,1.0,b29,1,86
138,705.381744,1021.496318,4,3769.8706979999997,705.381744,3064.488954,1,3,705.381744,3062.473274,1*m/z A + 3*m/z B,0.026567999998860614,0.0,+3,0.0875540000000683,705.29419,3.0,b7,+2,0.014653999999609368,3062.4586200000003,2.0,b27,2,101
137,705.381744,1021.496318,4,3769.8706979999997,705.381744,3064.488954,1,3,705.381744,3062.473274,1*m/z A + 3*m/z B,0.026567999998860614,0.0,0,0.004033999999933258,705.3777100000001,0.0,y6,+2,0.014653999999609368,3062.4586200000003,2.0,b27,2,101
26,705.381744,1021.162037,5,3768.8678550000004,705.381744,3063.486111,1,3,705.381744,3061.470431,1*m/z A + 3*m/z B,0.02372499999955835,0.0,0,0.004033999999933258,705.3777100000001,0.0,y6,+1,0.015160999999807245,3061.4552700000004,1.0,b27,1,86
27,705.381744,1021.162037,5,3768.8678550000004,705.381744,3063.486111,1,3,705.381744,3061.470431,1*m/z A + 3*m/z B,0.02372499999955835,0.0,+3,0.0875540000000683,705.29419,3.0,b7,+1,0.015160999999807245,3061.4552700000004,1.0,b27,1,86
21,818.466536,983.46699,6,3768.867506,818.466536,2950.40097,1,3,818.466536,2948.38529,1*m/z A + 3*m/z B,0.023375999999188934,0.0,+1,0.1521060000001171,818.3144299999999,1.0,b8,0,0.13326000000051863,2948.5185500000007,0.0,y25,1,86
22,818.466536,983.46699,6,3768.867506,818.466536,2950.40097,1,3,818.466536,2948.38529,1*m/z A + 3*m/z B,0.023375999999188934,0.0,+1,0.1521060000001171,818.3144299999999,1.0,b8,+1,0.01407999999992171,2948.3712100000002,1.0,b26,1,86
19,818.466536,983.46699,6,3768.867506,818.466536,2950.40097,1,3,818.466536,2948.38529,1*m/z A + 3*m/z B,0.023375999999188934,0.0,0,0.004765999999904125,818.4617700000001,0.0,y7,0,0.13326000000051863,2948.5185500000007,0.0,y25,1,86
20,818.466536,983.46699,6,3768.867506,818.466536,2950.40097,1,3,818.466536,2948.38529,1*m/z A + 3*m/z B,0.023375999999188934,0.0,0,0.004765999999904125,818.4617700000001,0.0,y7,+1,0.01407999999992171,2948.3712100000002,1.0,b26,1,86
158,348.178404,1140.564372,7,3769.8715200000006,348.178404,3421.6931160000004,1,3,348.178404,3419.6774360000004,1*m/z A + 3*m/z B,0.02738999999974112,0.0,0,0.0019139999999993051,348.17649,0.0,y3,+2,0.01759600000013961,3419.6598400000003,2.0,b30,2,101
148,235.093728,1178.259151,8,3769.8711809999995,235.093728,3534.7774529999997,1,3,235.093728,3532.7617729999997,1*m/z A + 3*m/z B,0.027050999998664338,0.0,0,0.0012980000000197833,235.09242999999998,0.0,y2,+2,0.017872999999326566,3532.7439000000004,2.0,b31,2,101
51,348.178404,1140.230185,9,3768.8689589999994,348.178404,3420.6905549999997,1,3,348.178404,3418.6748749999997,1*m/z A + 3*m/z B,0.024828999998590007,0.0,0,0.0019139999999993051,348.17649,0.0,y3,+1,0.018384999999398133,3418.6564900000003,1.0,b30,1,86
120,818.466536,983.801129,10,3769.8699229999997,818.466536,2951.403387,1,3,818.466536,2949.387707,1*m/z A + 3*m/z B,0.025792999998884625,0.0,+1,0.1521060000001171,818.3144299999999,1.0,b8,+2,0.013146999999662512,2949.37456,2.0,b26,2,101
119,818.466536,983.801129,10,3769.8699229999997,818.466536,2951.403387,1,3,818.466536,2949.387707,1*m/z A + 3*m/z B,0.025792999998884625,0.0,+1,0.1521060000001171,818.3144299999999,1.0,b8,+1,0.13419300000077783,2949.5219000000006,1.0,y25,2,101
118,818.466536,983.801129,10,3769.8699229999997,818.466536,2951.403387,1,3,818.466536,2949.387707,1*m/z A + 3*m/z B,0.025792999998884625,0.0,0,0.004765999999904125,818.4617700000001,0.0,y7,+2,0.013146999999662512,2949.37456,2.0,b26,2,101
117,818.466536,983.801129,10,3769.8699229999997,818.466536,2951.403387,1,3,818.466536,2949.387707,1*m/z A + 3*m/z B,0.025792999998884625,0.0,0,0.004765999999904125,818.4617700000001,0.0,y7,+1,0.13419300000077783,2949.5219000000006,1.0,y25,2,101
49,646.749278,1237.685092,11,3768.86874,1293.498556,2475.370184,2,2,1292.490716,2474.3623439999997,2*m/z A + 2*m/z B,0.024609999999029242,0.0,0,0.005945999999994456,1292.48477,0.0,b12,+1,0.014133999999103253,2474.3482100000006,1.0,y21,1,86
288,705.381744,1021.83035,12,3770.872794,705.381744,3065.4910499999996,1,3,705.381744,3063.4753699999997,1*m/z A + 3*m/z B,0.02866399999902569,0.0,+3,0.0875540000000683,705.29419,3.0,b7,+3,0.013399999999364809,3063.4619700000003,3.0,b27,3,92
287,705.381744,1021.83035,12,3770.872794,705.381744,3065.4910499999996,1,3,705.381744,3063.4753699999997,1*m/z A + 3*m/z B,0.02866399999902569,0.0,+3,0.0875540000000683,705.29419,3.0,b7,0,0.07012000000122498,3063.545490000001,0.0,y26,3,92
285,705.381744,1021.83035,12,3770.872794,705.381744,3065.4910499999996,1,3,705.381744,3063.4753699999997,1*m/z A + 3*m/z B,0.02866399999902569,0.0,0,0.004033999999933258,705.3777100000001,0.0,y6,0,0.07012000000122498,3063.545490000001,0.0,y26,3,92
286,705.381744,1021.83035,12,3770.872794,705.381744,3065.4910499999996,1,3,705.381744,3063.4753699999997,1*m/z A + 3*m/z B,0.02866399999902569,0.0,0,0.004033999999933258,705.3777100000001,0.0,y6,+3,0.013399999999364809,3063.4619700000003,3.0,b27,3,92
330,348.178404,1140.89863,13,3770.874294,348.178404,3422.69589,1,3,348.178404,3420.68021,1*m/z A + 3*m/z B,0.03016399999933128,0.0,0,0.0019139999999993051,348.17649,0.0,y3,+3,0.017019999999774882,3420.66319,3.0,b30,3,92
143,577.322546,1064.182766,15,3769.8708439999996,577.322546,3192.5482979999997,1,3,577.322546,3190.5326179999997,1*m/z A + 3*m/z B,0.026713999998719373,0.0,0,0.003415999999901942,577.3191300000001,0.0,y5,+2,0.015417999999499443,3190.5172000000002,2.0,b28,2,101
167,703.793067,1181.14284,17,3769.871814,1407.586134,2362.28568,2,2,1406.578294,2361.2778399999997,2*m/z A + 2*m/z B,0.027683999999226216,0.0,+1,0.006114000000025044,1406.57218,1.0,b13,+1,0.01368999999931475,2361.2641500000004,1.0,y20,2,101
17,819.469685,983.1326,18,3768.867485,819.469685,2949.3978,1,3,819.469685,2947.38212,1*m/z A + 3*m/z B,0.02335499999935564,0.0,+2,0.15190500000005613,819.31778,2.0,b8,0,0.014259999999922002,2947.3678600000003,0.0,b26,1,86
16,819.469685,983.1326,18,3768.867485,819.469685,2949.3978,1,3,819.469685,2947.38212,1*m/z A + 3*m/z B,0.02335499999935564,0.0,+1,0.004564999999956854,819.4651200000001,1.0,y7,0,0.014259999999922002,2947.3678600000003,0.0,b26,1,86
139,760.33525,1124.600103,19,3769.8707059999997,1520.6705,2249.200206,2,2,1519.66266,2248.1923659999998,2*m/z A + 2*m/z B,0.026575999998840416,0.0,+1,0.006420000000161963,1519.6562399999998,1.0,b14,+1,0.012275999999474152,2248.1800900000003,1.0,y19,2,101
31,759.833904,1124.600103,20,3768.8680139999997,1519.667808,2249.200206,2,2,1518.659968,2248.1923659999998,2*m/z A + 2*m/z B,0.023883999998815852,0.0,0,0.007078000000092288,1518.6528899999998,0.0,b14,+1,0.012275999999474152,2248.1800900000003,1.0,y19,1,86
77,409.736522,1474.699264,22,3768.871572,819.473044,2949.398528,2,2,818.465204,2948.390688,2*m/z A + 2*m/z B,0.027441999999155087,0.0,+1,0.15077400000006946,818.3144299999999,1.0,b8,+1,0.019477999999708118,2948.3712100000002,1.0,b26,1,86
76,409.736522,1474.699264,22,3768.871572,819.473044,2949.398528,2,2,818.465204,2948.390688,2*m/z A + 2*m/z B,0.027441999999155087,0.0,+1,0.15077400000006946,818.3144299999999,1.0,b8,0,0.12786200000073222,2948.5185500000007,0.0,y25,1,86
75,409.736522,1474.699264,22,3768.871572,819.473044,2949.398528,2,2,818.465204,2948.390688,2*m/z A + 2*m/z B,0.027441999999155087,0.0,0,0.0034339999998564963,818.4617700000001,0.0,y7,+1,0.019477999999708118,2948.3712100000002,1.0,b26,1,86
74,409.736522,1474.699264,22,3768.871572,819.473044,2949.398528,2,2,818.465204,2948.390688,2*m/z A + 2*m/z B,0.027441999999155087,0.0,0,0.0034339999998564963,818.4617700000001,0.0,y7,0,0.12786200000073222,2948.5185500000007,0.0,y25,1,86
41,577.322546,1063.848577,24,3768.868277,577.322546,3191.545731,1,3,577.322546,3189.530051,1*m/z A + 3*m/z B,0.024146999999175023,0.0,0,0.003415999999901942,577.3191300000001,0.0,y5,+1,0.016200999999909982,3189.5138500000003,1.0,b28,1,86
55,616.340608,1268.093972,25,3768.8691599999997,1232.681216,2536.187944,2,2,1231.673376,2535.1801039999996,2*m/z A + 2*m/z B,0.02502999999887834,0.0,0,0.005305999999791311,1231.6680700000002,0.0,y10,+1,0.015193999999610242,2535.16491,1.0,b23,1,86
154,616.340608,1268.595117,26,3769.87145,1232.681216,2537.190234,2,2,1231.673376,2536.182394,2*m/z A + 2*m/z B,0.027319999999235733,0.0,0,0.005305999999791311,1231.6680700000002,0.0,y10,+2,0.014134000000012747,2536.16826,2.0,b23,2,101
42,931.551515,945.772274,27,3768.8683370000003,931.551515,2837.3168220000002,1,3,931.551515,2835.3011420000003,1*m/z A + 3*m/z B,0.024206999999478285,0.0,0,0.0056849999998576095,931.5458300000001,0.0,y8,+1,0.01399200000014389,2835.28715,1.0,b25,1,86
277,818.466536,984.13532,28,3770.872496,818.466536,2952.40596,1,3,818.466536,2950.39028,1*m/z A + 3*m/z B,0.028365999999095948,0.0,0,0.004765999999904125,818.4617700000001,0.0,y7,+2,0.1349700000005214,2950.5252500000006,2.0,y25,3,92
280,818.466536,984.13532,28,3770.872496,818.466536,2952.40596,1,3,818.466536,2950.39028,1*m/z A + 3*m/z B,0.028365999999095948,0.0,+1,0.1521060000001171,818.3144299999999,1.0,b8,+3,0.012369999999918946,2950.37791,3.0,b26,3,92
278,818.466536,984.13532,28,3770.872496,818.466536,2952.40596,1,3,818.466536,2950.39028,1*m/z A + 3*m/z B,0.028365999999095948,0.0,0,0.004765999999904125,818.4617700000001,0.0,y7,+3,0.012369999999918946,2950.37791,3.0,b26,3,92
279,818.466536,984.13532,28,3770.872496,818.466536,2952.40596,1,3,818.466536,2950.39028,1*m/z A + 3*m/z B,0.028365999999095948,0.0,+1,0.1521060000001171,818.3144299999999,1.0,b8,+2,0.1349700000005214,2950.5252500000006,2.0,y25,3,92
425,476.274275,1098.533909,29,3771.876002,476.274275,3295.601727,1,3,476.274275,3293.5860470000002,1*m/z A + 3*m/z B,0.03187199999911172,0.0,0,0.002824999999972988,476.27145,0.0,y4,+4,0.014466999999967811,3293.5715800000003,4.0,b29,4,66
159,703.291495,1181.644298,30,3769.871586,1406.58299,2363.288596,2,2,1405.5751500000001,2362.2807559999997,2*m/z A + 2*m/z B,0.027455999999347114,0.0,0,0.006320000000187065,1405.56883,0.0,b13,+2,0.013255999999273627,2362.2675000000004,2.0,y20,2,101
318,235.093728,1178.593302,31,3770.8736339999996,235.093728,3535.7799059999998,1,3,235.093728,3533.764226,1*m/z A + 3*m/z B,0.029503999998723884,0.0,0,0.0012980000000197833,235.09242999999998,0.0,y2,+3,0.016975999999431224,3533.7472500000003,3.0,b31,3,92
48,235.093728,1177.924993,32,3768.868707,235.093728,3533.7749790000003,1,3,235.093728,3531.7592990000003,1*m/z A + 3*m/z B,0.024576999999226246,0.0,0,0.0012980000000197833,235.09242999999998,0.0,y2,+1,0.018748999999843363,3531.7405500000004,1.0,b31,1,86
131,819.469685,983.46699,33,3769.870655,819.469685,2950.40097,1,3,819.469685,2948.38529,1*m/z A + 3*m/z B,0.02652499999931024,0.0,+1,0.004564999999956854,819.4651200000001,1.0,y7,0,0.13326000000051863,2948.5185500000007,0.0,y25,2,101
132,819.469685,983.46699,33,3769.870655,819.469685,2950.40097,1,3,819.469685,2948.38529,1*m/z A + 3*m/z B,0.02652499999931024,0.0,+1,0.004564999999956854,819.4651200000001,1.0,y7,+1,0.01407999999992171,2948.3712100000002,1.0,b26,2,101
134,819.469685,983.46699,33,3769.870655,819.469685,2950.40097,1,3,819.469685,2948.38529,1*m/z A + 3*m/z B,0.02652499999931024,0.0,+2,0.15190500000005613,819.31778,2.0,b8,+1,0.01407999999992171,2948.3712100000002,1.0,b26,2,101
133,819.469685,983.46699,33,3769.870655,819.469685,2950.40097,1,3,819.469685,2948.38529,1*m/z A + 3*m/z B,0.02652499999931024,0.0,+2,0.15190500000005613,819.31778,2.0,b8,0,0.13326000000051863,2948.5185500000007,0.0,y25,2,101
282,577.322546,1064.516692,35,3770.8726219999994,577.322546,3193.5500759999995,1,3,577.322546,3191.5343959999996,1*m/z A + 3*m/z B,0.028491999998550455,0.0,0,0.003415999999901942,577.3191300000001,0.0,y5,+3,0.013845999999375636,3191.52055,3.0,b28,3,92
162,646.749278,1238.186551,36,3769.871658,1293.498556,2476.373102,2,2,1292.490716,2475.365262,2*m/z A + 2*m/z B,0.02752799999916533,0.0,0,0.005945999999994456,1292.48477,0.0,b12,+2,0.013701999999284453,2475.3515600000005,2.0,y21,2,101
172,477.277555,1097.531602,37,3769.872361,477.277555,3292.594806,1,3,477.277555,3290.579126,1*m/z A + 3*m/z B,0.028230999999323103,0.0,+1,0.0027549999999791908,477.2748,1.0,y4,+1,0.017595999999684864,3290.5615300000004,1.0,b29,2,101
63,616.842268,1267.59262,38,3768.8697759999995,1233.684536,2535.18524,2,2,1232.676696,2534.1773999999996,2*m/z A + 2*m/z B,0.02564599999868733,0.0,+1,0.005275999999867054,1232.6714200000001,1.0,y10,0,0.015839999999570864,2534.16156,0.0,b23,1,86
401,705.381744,1022.164268,39,3771.874548,705.381744,3066.492804,1,3,705.381744,3064.477124,1*m/z A + 3*m/z B,0.030417999998917367,0.0,+3,0.0875540000000683,705.29419,3.0,b7,+4,0.011803999999756343,3064.4653200000002,4.0,b27,4,66
400,705.381744,1022.164268,39,3771.874548,705.381744,3066.492804,1,3,705.381744,3064.477124,1*m/z A + 3*m/z B,0.030417999998917367,0.0,+3,0.0875540000000683,705.29419,3.0,b7,+1,0.07171600000083345,3064.548840000001,1.0,y26,4,66
398,705.381744,1022.164268,39,3771.874548,705.381744,3066.492804,1,3,705.381744,3064.477124,1*m/z A + 3*m/z B,0.030417999998917367,0.0,0,0.004033999999933258,705.3777100000001,0.0,y6,+1,0.07171600000083345,3064.548840000001,1.0,y26,4,66
399,705.381744,1022.164268,39,3771.874548,705.381744,3066.492804,1,3,705.381744,3064.477124,1*m/z A + 3*m/z B,0.030417999998917367,0.0,0,0.004033999999933258,705.3777100000001,0.0,y6,+4,0.011803999999756343,3064.4653200000002,4.0,b27,4,66
130,931.551515,946.106347,40,3769.8705560000003,931.551515,2838.319041,1,3,931.551515,2836.303361,1*m/z A + 3*m/z B,0.026425999999446503,0.0,0,0.0056849999998576095,931.5458300000001,0.0,y8,+2,0.012861000000157219,2836.2905,2.0,b25,2,101
142,706.384701,1021.162037,41,3769.870812,706.384701,3063.486111,1,3,706.384701,3061.470431,1*m/z A + 3*m/z B,0.026681999999254913,0.0,+4,0.08716099999992366,706.29754,4.0,b7,+1,0.015160999999807245,3061.4552700000004,1.0,b27,2,101
141,706.384701,1021.162037,41,3769.870812,706.384701,3063.486111,1,3,706.384701,3061.470431,1*m/z A + 3*m/z B,0.026681999999254913,0.0,+1,0.0036409999999023057,706.38106,1.0,y6,+1,0.015160999999807245,3061.4552700000004,1.0,b27,2,101
160,931.413618,953.522196,42,3769.871628,1862.827236,1907.044392,2,2,1861.819396,1906.036552,2*m/z A + 2*m/z B,0.0274979999990137,0.0,+1,0.009226000000353451,1861.8101699999997,1.0,b17,+1,0.010391999999910695,1906.0261600000001,1.0,y16,2,101
339,616.842268,1268.595117,43,3770.8747700000004,1233.684536,2537.190234,2,2,1232.676696,2536.182394,2*m/z A + 2*m/z B,0.03063999999949374,0.0,+1,0.005275999999867054,1232.6714200000001,1.0,y10,+2,0.014134000000012747,2536.16826,2.0,b23,3,92
175,616.842268,1268.093972,44,3769.87248,1233.684536,2536.187944,2,2,1232.676696,2535.1801039999996,2*m/z A + 2*m/z B,0.028349999999136344,0.0,+1,0.005275999999867054,1232.6714200000001,1.0,y10,+1,0.015193999999610242,2535.16491,1.0,b23,2,101
10,845.730494,1231.675462,45,3768.8669440000003,2537.191482,1231.675462,3,1,2535.175802,1231.675462,3*m/z A + 1*m/z B,0.02281399999947098,0.0,+1,0.010892000000239932,2535.16491,1.0,b23,0,0.007391999999754262,1231.6680700000002,0.0,y10,1,86
320,706.384701,1021.496318,46,3770.873655,706.384701,3064.488954,1,3,706.384701,3062.473274,1*m/z A + 3*m/z B,0.029524999999011925,0.0,+4,0.08716099999992366,706.29754,4.0,b7,+2,0.014653999999609368,3062.4586200000003,2.0,b27,3,92
319,706.384701,1021.496318,46,3770.873655,706.384701,3064.488954,1,3,706.384701,3062.473274,1*m/z A + 3*m/z B,0.029524999999011925,0.0,+1,0.0036409999999023057,706.38106,1.0,y6,+2,0.014653999999609368,3062.4586200000003,2.0,b27,3,92
395,818.466536,984.469151,47,3771.8739889999997,818.466536,2953.407453,1,3,818.466536,2951.391773,1*m/z A + 3*m/z B,0.029858999998850777,0.0,+1,0.1521060000001171,818.3144299999999,1.0,b8,+4,0.010512999999718886,2951.38126,4.0,b26,4,66
392,818.466536,984.469151,47,3771.8739889999997,818.466536,2953.407453,1,3,818.466536,2951.391773,1*m/z A + 3*m/z B,0.029858999998850777,0.0,0,0.004765999999904125,818.4617700000001,0.0,y7,+3,0.13682700000072145,2951.5286000000006,3.0,y25,4,66
394,818.466536,984.469151,47,3771.8739889999997,818.466536,2953.407453,1,3,818.466536,2951.391773,1*m/z A + 3*m/z B,0.029858999998850777,0.0,+1,0.1521060000001171,818.3144299999999,1.0,b8,+3,0.13682700000072145,2951.5286000000006,3.0,y25,4,66
393,818.466536,984.469151,47,3771.8739889999997,818.466536,2953.407453,1,3,818.466536,2951.391773,1*m/z A + 3*m/z B,0.029858999998850777,0.0,0,0.004765999999904125,818.4617700000001,0.0,y7,+4,0.010512999999718886,2951.38126,4.0,b26,4,66
314,931.551515,946.440642,48,3770.873441,931.551515,2839.321926,1,3,931.551515,2837.306246,1*m/z A + 3*m/z B,0.02931099999932485,0.0,0,0.0056849999998576095,931.5458300000001,0.0,y8,+3,0.012396000000080676,2837.29385,3.0,b25,3,92
156,918.003403,966.932342,49,3769.87149,1836.006806,1933.864684,2,2,1834.998966,1932.856844,2*m/z A + 2*m/z B,0.027359999999134743,0.0,+1,0.009915999999975611,1834.9890500000001,1.0,y15,+1,0.009564000000182205,1932.8472799999997,1.0,b18,2,101
164,759.833904,1125.10197,50,3769.8717479999996,1519.667808,2250.20394,2,2,1518.659968,2249.1960999999997,2*m/z A + 2*m/z B,0.02761799999871073,0.0,0,0.007078000000092288,1518.6528899999998,0.0,b14,+2,0.01265999999941414,2249.1834400000002,2.0,y19,2,101
30,930.911752,953.522196,53,3768.8678959999997,1861.823504,1907.044392,2,2,1860.815664,1906.036552,2*m/z A + 2*m/z B,0.0237659999988864,0.0,0,0.00884400000018104,1860.8068199999998,0.0,b17,+1,0.010391999999910695,1906.0261600000001,1.0,y16,1,86
181,559.319043,1325.617291,54,3769.872668,1118.638086,2651.234582,2,2,1117.630246,2650.226742,2*m/z A + 2*m/z B,0.028537999999116437,0.0,0,0.005105999999841515,1117.62514,0.0,y9,+2,0.015551999999843247,2650.21119,2.0,b24,2,101
307,704.293766,1181.14284,55,3770.873212,1408.587532,2362.28568,2,2,1407.579692,2361.2778399999997,2*m/z A + 2*m/z B,0.02908199999910721,0.0,+2,0.004162000000178523,1407.5755299999998,2.0,b13,+1,0.01368999999931475,2361.2641500000004,1.0,y20,3,92
163,647.250748,1237.685092,56,3769.87168,1294.501496,2475.370184,2,2,1293.493656,2474.3623439999997,2*m/z A + 2*m/z B,0.02754999999933716,0.0,+1,0.0055360000001201115,1293.48812,1.0,b12,+1,0.014133999999103253,2474.3482100000006,1.0,y21,2,101
109,846.064658,1231.675462,57,3769.869436,2538.193974,1231.675462,3,1,2536.178294,1231.675462,3*m/z A + 1*m/z B,0.025305999999091,0.0,+2,0.010033999999905063,2536.16826,2.0,b23,0,0.007391999999754262,1231.6680700000002,0.0,y10,2,101
46,703.291495,1181.14284,58,3768.86867,1406.58299,2362.28568,2,2,1405.5751500000001,2361.2778399999997,2*m/z A + 2*m/z B,0.0245399999989786,0.0,0,0.006320000000187065,1405.56883,0.0,b13,+1,0.01368999999931475,2361.2641500000004,1.0,y20,1,86
303,616.340608,1269.095963,60,3770.873142,1232.681216,2538.191926,2,2,1231.673376,2537.1840859999998,2*m/z A + 2*m/z B,0.02901199999905657,0.0,0,0.005305999999791311,1231.6680700000002,0.0,y10,+3,0.012475999999878695,2537.17161,3.0,b23,3,92
43,918.003403,966.430778,61,3768.868362,1836.006806,1932.861556,2,2,1834.998966,1931.853716,2*m/z A + 2*m/z B,0.02423199999930148,0.0,+1,0.009915999999975611,1834.9890500000001,1.0,y15,0,0.00978600000030383,1931.8439299999998,0.0,b18,1,86
300,819.469685,983.801129,62,3770.873072,819.469685,2951.403387,1,3,819.469685,2949.387707,1*m/z A + 3*m/z B,0.02894199999900593,0.0,+2,0.15190500000005613,819.31778,2.0,b8,+1,0.13419300000077783,2949.5219000000006,1.0,y25,3,92
301,819.469685,983.801129,62,3770.873072,819.469685,2951.403387,1,3,819.469685,2949.387707,1*m/z A + 3*m/z B,0.02894199999900593,0.0,+2,0.15190500000005613,819.31778,2.0,b8,+2,0.013146999999662512,2949.37456,2.0,b26,3,92
299,819.469685,983.801129,62,3770.873072,819.469685,2951.403387,1,3,819.469685,2949.387707,1*m/z A + 3*m/z B,0.02894199999900593,0.0,+1,0.004564999999956854,819.4651200000001,1.0,y7,+2,0.013146999999662512,2949.37456,2.0,b26,3,92
298,819.469685,983.801129,62,3770.873072,819.469685,2951.403387,1,3,819.469685,2949.387707,1*m/z A + 3*m/z B,0.02894199999900593,0.0,+1,0.004564999999956854,819.4651200000001,1.0,y7,+1,0.13419300000077783,2949.5219000000006,1.0,y25,3,92
61,559.319043,1325.115834,63,3768.869754,1118.638086,2650.231668,2,2,1117.630246,2649.2238279999997,2*m/z A + 2*m/z B,0.02562399999897025,0.0,0,0.005105999999841515,1117.62514,0.0,y9,+1,0.015987999999651947,2649.20784,1.0,b24,1,86
336,647.250748,1238.186551,64,3770.8745980000003,1294.501496,2476.373102,2,2,1293.493656,2475.365262,2*m/z A + 2*m/z B,0.03046799999947325,0.0,+1,0.0055360000001201115,1293.48812,1.0,b12,+2,0.013701999999284453,2475.3515600000005,2.0,y21,3,92
189,409.736522,1475.200129,65,3769.873302,819.473044,2950.400258,2,2,818.465204,2949.392418,2*m/z A + 2*m/z B,0.029171999999107356,0.0,0,0.0034339999998564963,818.4617700000001,0.0,y7,+1,0.12948200000073484,2949.5219000000006,1.0,y25,2,101
192,409.736522,1475.200129,65,3769.873302,819.473044,2950.400258,2,2,818.465204,2949.392418,2*m/z A + 2*m/z B,0.029171999999107356,0.0,+1,0.15077400000006946,818.3144299999999,1.0,b8,+2,0.0178579999997055,2949.37456,2.0,b26,2,101
190,409.736522,1475.200129,65,3769.873302,819.473044,2950.400258,2,2,818.465204,2949.392418,2*m/z A + 2*m/z B,0.029171999999107356,0.0,0,0.0034339999998564963,818.4617700000001,0.0,y7,+2,0.0178579999997055,2949.37456,2.0,b26,2,101
191,409.736522,1475.200129,65,3769.873302,819.473044,2950.400258,2,2,818.465204,2949.392418,2*m/z A + 2*m/z B,0.029171999999107356,0.0,+1,0.15077400000006946,818.3144299999999,1.0,b8,+1,0.12948200000073484,2949.5219000000006,1.0,y25,2,101
136,845.730494,1232.679204,66,3769.870686,2537.191482,1232.679204,3,1,2535.175802,1232.679204,3*m/z A + 1*m/z B,0.02655599999934566,0.0,+1,0.010892000000239932,2535.16491,1.0,b23,+1,0.007783999999901425,1232.6714200000001,1.0,y10,2,101
228,930.911752,953.020518,68,3767.86454,1861.823504,1906.041036,2,2,1860.815664,1905.033196,2*m/z A + 2*m/z B,0.020409999999174033,0.0,0,0.00884400000018104,1860.8068199999998,0.0,b17,0,0.010385999999925843,1905.0228100000002,0.0,y16,parent,52
321,646.749278,1238.687571,69,3770.873698,1293.498556,2477.375142,2,2,1292.490716,2476.3673019999997,2*m/z A + 2*m/z B,0.029567999999017047,0.0,0,0.005945999999994456,1292.48477,0.0,b12,+3,0.01239199999918128,2476.3549100000005,3.0,y21,3,92
29,706.384701,1020.82773,70,3768.867891,706.384701,3062.48319,1,3,706.384701,3060.46751,1*m/z A + 3*m/z B,0.02376099999901271,0.0,+4,0.08716099999992366,706.29754,4.0,b7,0,0.015589999999519932,3060.4519200000004,0.0,b27,1,86
28,706.384701,1020.82773,70,3768.867891,706.384701,3062.48319,1,3,706.384701,3060.46751,1*m/z A + 3*m/z B,0.02376099999901271,0.0,+1,0.0036409999999023057,706.38106,1.0,y6,0,0.015589999999519932,3060.4519200000004,0.0,b27,1,86
62,477.277555,1097.1974,71,3768.869755,477.277555,3291.5922,1,3,477.277555,3289.57652,1*m/z A + 3*m/z B,0.025624999999308784,0.0,+1,0.0027549999999791908,477.2748,1.0,y4,0,0.018339999999625434,3289.5581800000004,0.0,b29,1,86
112,930.911752,954.02316,72,3769.869824,1861.823504,1908.04632,2,2,1860.815664,1907.03848,2*m/z A + 2*m/z B,0.02569399999902089,0.0,0,0.00884400000018104,1860.8068199999998,0.0,b17,+2,0.008969999999862921,1907.02951,2.0,y16,2,101
35,760.33525,1124.0988,74,3768.8680999999997,1520.6705,2248.1976,2,2,1519.66266,2247.1897599999998,2*m/z A + 2*m/z B,0.023969999998826097,0.0,+1,0.006420000000161963,1519.6562399999998,1.0,b14,0,0.013019999999414722,2247.1767400000003,0.0,y19,1,86
326,703.291495,1182.145538,75,3770.8740660000003,1406.58299,2364.291076,2,2,1405.5751500000001,2363.2832359999998,2*m/z A + 2*m/z B,0.02993599999945218,0.0,0,0.006320000000187065,1405.56883,0.0,b13,+3,0.012385999999423802,2363.2708500000003,3.0,y20,3,92
292,409.736522,1475.69991,76,3770.872864,819.473044,2951.39982,2,2,818.465204,2950.39198,2*m/z A + 2*m/z B,0.02873399999907633,0.0,+1,0.15077400000006946,818.3144299999999,1.0,b8,+3,0.014069999999719585,2950.37791,3.0,b26,3,92
289,409.736522,1475.69991,76,3770.872864,819.473044,2951.39982,2,2,818.465204,2950.39198,2*m/z A + 2*m/z B,0.02873399999907633,0.0,0,0.0034339999998564963,818.4617700000001,0.0,y7,+2,0.13327000000072076,2950.5252500000006,2.0,y25,3,92
