m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking	intensity A	intensity B	mz_A_original	mz_B_original	charge_A	charge_B	deconv_method
384.17323	867.9405800000001	22806.341	17305.101	174.46311	1617	10096.289063	389969.78125	384.674937	868.191431	2.0	4.0	ffc_line
384.17323	867.9405800000001	19396.992	16257.509	192.50777	716	3505.048828	373738.65625	384.174837	868.44208	2.0	4.0	ffc_line
614.92426	1200.52278	7909.1697	6704.6984	189.836	811	23419.859375	17897.632813	615.525632	1200.522782	5.0	1.0	ffc_line
614.92426	1200.52278	10933.719	10306.788	257.19479	109	43763.628906	11470.922852	615.3253	1201.526429	5.0	1.0	ffc_line
694.5536400000001	802.37738	903974.15	289158.67	313.74887	57	755259.625	596823.0625	695.155257	802.377346	5.0	1.0	ffc_line
600.7169600000001	1271.56188	54790.718	36880.086	205.4353	413	362729.71875	33154.175781	601.118127	1272.563667	5.0	1.0	ffc_line
600.7169600000001	1271.56188	86667.179	69778.204	388.60217	24	199236.609375	64801.128906	601.318534	1271.561877	5.0	1.0	ffc_line
694.5536400000001	802.37738	582546.25	187839.69	239.9875	161	1233662.75	239647.40625	694.954802	803.3807	5.0	1.0	ffc_line
600.7169600000001	1271.56188	30957.95	25086.55	251.05654	120	437868.0625	10460.196289	600.917622	1273.56724	5.0	1.0	ffc_line
647.604105	842.36423	13337.521	12509.878	226.31365	214	73230.070313	11344.067383	647.604255	842.865024	4.0	2.0	ffc_line
676.36098	785.35078	8216.8132	7745.0959	216.0124	284	59247.355469	4626.645996	676.611816	784.850443	4.0	2.0	ffc_line
647.604105	842.36423	29562.861	27268.016	369.95814	32	109539.90625	13147.073242	647.854935	842.364243	4.0	2.0	ffc_line
684.80998	726.3810550000001	10238.019	9559.9394	235.02649	178	4748.553223	62419.941406	684.809991	726.381031	2.0	4.0	ffc_line
344.67017999999996	896.4512550000001	11904.949	11204.629	278.97822	85	20811.027344	26466.214844	344.6702	896.451378	2.0	4.0	ffc_line
600.76493	768.4038800000001	258634.09	117541.01	195.57813	629	356908.3125	344134.375	600.764907	768.404077	2.0	4.0	ffc_line
636.28358	750.64463	1035378.7	375377.16	313.94529	56	356386.75	1510322.875	636.283588	750.644745	2.0	4.0	ffc_line
478.72958	829.421605	273949.52	141975.92	272.10367	88	225401.59375	436863.03125	478.729596	829.42181	2.0	4.0	ffc_line
450.21862999999996	843.677105	109376.78	58942.901	208.00032	369	92301.820313	335205.1875	450.218633	843.677297	2.0	4.0	ffc_line
543.25113	797.1609050000001	728545.73	280451.67	302.63607	65	378279.9375	847650.875	543.251153	797.161047	2.0	4.0	ffc_line
401.69187999999997	867.9405800000001	37419.967	26715.556	173.17979	1717	41265.730469	189547.125	401.691901	867.940787	2.0	4.0	ffc_line
705.36158	709.6047550000001	12258.7	11898.467	181.26928	1214	13619.864258	9044.164063	703.358105	710.857615	2.0	4.0	ffc_line
622.28628	750.64463	307148.5	108975.47	180.11312	1268	128867.148438	1189503.25	622.286273	751.396591	2.0	4.0	ffc_line
600.7169600000001	1254.53458	35638.252	28144.573	197.60235	580	437868.0625	17976.044922	600.917622	1254.534623	5.0	1.0	ffc_line
660.1361200000001	956.45298	4099.6389	3908.6396	175.1392	1577	9737.553711	17338.625	660.336786	957.455601	5.0	1.0	ffc_line
678.19554	868.1914800000001	21377.319	18865.976	178.76814	1348	2610.015381	389969.78125	678.195533	868.191431	5.0	1.0	ffc_line
694.5536400000001	785.3974800000001	24078.514	22929.805	185.22491	1001	383602.03125	5085.559082	695.355787	782.406427	5.0	1.0	ffc_line
470.21628	829.421605	234999.0	124476.43	256.56025	110	187522.328125	436863.03125	470.216275	829.42181	2.0	4.0	ffc_line
393.17873	867.9405800000001	100859.78	72242.491	289.77542	75	117972.320313	189547.125	393.178735	867.940787	2.0	4.0	ffc_line
592.7529800000001	768.4038800000001	32756.428	28453.34	191.94411	738	11507.510742	344134.375	592.26031	768.404077	2.0	4.0	ffc_line
705.36158	712.60758	183724.54	145163.88	236.35926	171	13619.864258	2039938.25	703.358105	712.858428	2.0	4.0	ffc_line
384.17323	867.9405800000001	29167.938	22394.952	185.35578	992	26746.464844	189547.125	384.173199	867.940787	2.0	4.0	ffc_line
393.17873	867.9405800000001	6896.4894	6667.0798	173.60017	1687	117972.320313	3927.190186	393.178735	867.687309	2.0	4.0	ffc_line
450.21862999999996	839.173755	12856.437	10377.221	170.65618	1946	92301.820313	13540.105469	450.218633	839.174494	2.0	4.0	ffc_line
691.35248	717.36176	14349.551	12473.067	237.70389	168	22753.980469	42121.277344	689.336797	717.562525	1.0	5.0	ffc_line
691.35248	717.36176	26134.96	21083.962	217.49842	267	77847.382813	47032.902344	688.334021	717.763098	1.0	5.0	ffc_line
348.15718	785.3976200000001	3279.3862	3048.6797	178.55537	1359	3117.244629	43254.816406	349.160273	785.598198	1.0	5.0	ffc_line
261.12478	802.80402	305693.31	149863.21	317.65903	53	198197.140625	694280.875	261.124746	803.20537	1.0	5.0	ffc_line
348.15718	785.3976200000001	15330.331	13412.448	245.07117	139	25013.037109	51466.507813	348.157169	785.798955	1.0	5.0	ffc_line
261.12478	802.80402	53018.506	32885.723	198.70557	557	20399.755859	616946.8125	262.128014	803.004847	1.0	5.0	ffc_line
534.7380800000001	797.1609050000001	70718.333	44363.86	183.78096	1076	49775.734375	338476.59375	535.239226	798.163488	2.0	4.0	ffc_line
534.7380800000001	797.1609050000001	18012.083	15163.501	173.74301	1677	2832.017578	789532.25	535.743243	797.912948	2.0	4.0	ffc_line
534.7380800000001	797.1609050000001	23915.558	18899.531	172.32021	1792	7054.084473	338476.59375	535.24225	798.163488	2.0	4.0	ffc_line
636.28358	746.6396550000001	41764.324	30102.357	176.82583	1456	356386.75	24974.761719	636.283588	747.642918	2.0	4.0	ffc_line
470.21628	829.421605	6223.5554	5828.4517	199.42266	536	40445.824219	4733.095215	469.724176	830.925385	2.0	4.0	ffc_line
622.28628	750.64463	161131.41	78094.687	188.14477	871	54108.582031	1189503.25	622.787671	751.396591	2.0	4.0	ffc_line
