m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking	intensity A	intensity B	mz_A_original	mz_B_original	charge_A	charge_B	deconv_method
284.19573863	877.10505529	107846.7	96078.168	146.70783	93	3929.76001	261615.296875	284.19573863	877.10505529			topfd
258.14380051	854.28765079	72110.249	53392.131	146.44915	95	561.284424	765626.4375	258.14380051	854.28765079			topfd
200.18367373	837.28151378	57972.687	52867.736	146.36979	96	25352.552734	9676.485352	200.18367373	837.28151378			topfd
654.88558093	1650.88532311	17989.416	17860.151	146.32413	97	25036.363281	561.655151	654.88558093	1650.88532311			topfd
731.42273047	859.09546717	62633.913	61726.045	146.24646	98	13273.37793	2364.052246	731.42273047	859.09546717			topfd
825.72974762	967.51090834	17671.196	17183.628	146.07134	99	13696.728516	1781.398438	825.72988487	967.51090834	4.0		topfd
832.87528711	845.8832864	70104.647	68175.816	145.56621	101	4481.227539	12647.092773	832.87798486	845.8832864	5.0		topfd
705.89811594	819.27730229	31589.25	35730.955	145.47923	102	383.282288	102007.257813	705.89811594	819.87829033		5.0	topfd
825.72974762	966.51119922	20920.409	19784.192	145.44895	103	7061.651367	3986.5271	826.732739	966.51119922	4.0		topfd
761.44796328	842.48118284	108995.41	103704.65	145.33875	104	5075.324707	36868.410156	762.44695815	842.88230004	4.0	5.0	topfd
790.66354468	872.9052716	73748.571	70142.213	145.06313	106	12229.313477	3257.030273	790.66354468	872.9052716			topfd
838.48646844	853.88668234	88279.839	88621.857	144.87815	107	718.867554	201831.375	839.74197953	853.88668234	4.0		topfd
666.37280077	1017.25825294	110026.32	90834.062	144.85158	108	75390.40625	10092.9375	666.37280077	1017.25825294	2.0		topfd
199.18030961	1000.57224129	34893.401	34289.851	144.6751	109	255187.1875	879.375366	199.18030961	1000.57224129			topfd
666.37280077	1011.24860022	40491.736	39178.338	144.40066	110	52013.984375	2156.853516	666.87455833	1011.24860022	2.0		topfd
284.19573863	842.48118284	49780.86	48404.234	144.3735	111	3929.76001	39385.171875	284.19573863	842.68241382		5.0	topfd
612.32599136	819.27730229	48520.724	46533.384	144.35536	112	5748.131348	16635.878906	612.32599136	820.47935301	2.0	5.0	topfd
875.50560207	898.18723886	95281.26	91574.231	144.33417	113	71721.476563	1848.904175	876.50346562	898.18723886	4.0		topfd
819.27730229	822.22517996	58005.88	54551.017	144.27824	114	16635.878906	2463.787598	820.47935301	822.22517996	5.0		topfd
284.19573863	793.46953082	15434.851	15071.921	144.13485	115	3929.76001	7539.037109	284.19573863	794.46963694		4.0	topfd
828.48679500	850.48247576	70154.008	66119.859	143.92915	116	1223.16687	66331.054688	828.48514795	850.48319754	5.0	5.0	topfd
612.32599136	873.70092949	46463.029	44012.724	143.61685	117	1409.415649	53216.003906	613.32988749	873.70092949	2.0		topfd
