,m/z A,m/z B,Ranking,comp_1_m/z A,comp_5_m/z B,1*m/z A + 5*m/z B,comp_2_m/z A,comp_4_m/z B,2*m/z A + 4*m/z B,comp_3_m/z A,comp_3_m/z B,3*m/z A + 3*m/z B,comp_4_m/z A,comp_2_m/z B,4*m/z A + 2*m/z B,comp_5_m/z A,comp_1_m/z B,5*m/z A + 1*m/z B,1*m/z A + 4*m/z B,2*m/z A + 3*m/z B,3*m/z A + 2*m/z B,4*m/z A + 1*m/z B
389,853.890627,977.079564,85,853.890627,4885.39782,5739.288447,1707.781254,3908.318256,5616.09951,2561.671881,2931.238692,5492.910573,3415.562508,1954.159128,5369.721636,4269.453135,977.079564,5246.532698999999,4762.208883,4639.019946,4515.831009,4392.642072
7729,227.175949,835.28413903,86,227.175949,4176.42069515,4403.59664415,454.351898,3341.13655612,3795.48845412,681.5278470000001,2505.85241709,3187.3802640900003,908.703796,1670.56827806,2579.27207406,1135.879745,835.28413903,1971.16388403,3568.31250512,2960.20431509,2352.0961250600003,1743.98793503
199,853.890627,870.755308,87,853.890627,4353.77654,5207.667167,1707.781254,3483.021232,5190.8024860000005,2561.671881,2612.2659240000003,5173.9378050000005,3415.562508,1741.510616,5157.0731240000005,4269.453135,870.755308,5140.2084429999995,4336.911859,4320.047178000001,4303.182497,4286.317816
97129,751.389955,864.10641803,88,751.389955,4320.53209015,5071.92204515,1502.77991,3456.42567212,4959.20558212,2254.169865,2592.31925409,4846.48911909,3005.55982,1728.21283606,4733.77265606,3756.949775,864.10641803,4621.05619303,4207.81562712,4095.09916409,3982.38270106,3869.66623803
97218,751.389955,864.30703403,89,751.389955,4321.535170149999,5072.925125149999,1502.77991,3457.22813612,4960.00804612,2254.169865,2592.9211020899997,4847.09096709,3005.55982,1728.61406806,4734.17388806,3756.949775,864.30703403,4621.25680903,4208.61809112,4095.7010120899995,3982.78393306,3869.86685403
111899,240.13453,1079.602103,90,240.13453,5398.010515,5638.145045,480.26906,4318.408412,4798.677471999999,720.40359,3238.8063089999996,3959.2098989999995,960.53812,2159.204206,3119.742326,1200.67265,1079.602103,2280.2747529999997,4558.542942,3719.0753689999997,2879.607796,2040.1402229999999
165726,604.8254,836.28883503,91,604.8254,4181.44417515,4786.26957515,1209.6508,3345.15534012,4554.806140119999,1814.4761999999998,2508.86650509,4323.34270509,2419.3016,1672.57767006,4091.8792700599997,3024.1269999999995,836.28883503,3860.4158350299995,3949.9807401199996,3718.51730509,3487.05387006,3255.5904350299998
5765,666.376407,1156.701605,92,666.376407,5783.508025,6449.884432,1332.752814,4626.80642,5959.559234,1999.129221,3470.1048149999997,5469.234036,2665.505628,2313.40321,4978.908837999999,3331.8820349999996,1156.701605,4488.58364,5293.182827,4802.857629,4312.532431,3822.207233
111498,729.093661,770.115183,93,729.093661,3850.575915,4579.669576,1458.187322,3080.460732,4538.648054,2187.280983,2310.345549,4497.626532,2916.374644,1540.230366,4456.60501,3645.468305,770.115183,4415.583488,3809.554393,3768.5328710000003,3727.5113490000003,3686.489827
92169,286.140129,965.886954,94,286.140129,4829.43477,5115.574899,572.280258,3863.547816,4435.828074,858.420387,2897.6608619999997,3756.081249,1144.560516,1931.773908,3076.3344239999997,1430.700645,965.886954,2396.587599,4149.687945,3469.9411199999995,2790.194295,2110.44747
6937,842.48611903,843.88150203,95,842.48611903,4219.40751015,5061.89362918,1684.97223806,3375.52600812,5060.49824618,2527.4583570900004,2531.64450609,5059.10286318,3369.94447612,1687.76300406,5057.70748018,4212.43059515,843.88150203,5056.31209718,4218.01212715,4216.61674415,4215.22136115,4213.82597815
1795,199.180967,709.07206239,96,199.180967,3545.3603119500003,3744.5412789500006,398.361934,2836.28824956,3234.65018356,597.542901,2127.21618717,2724.75908817,796.723868,1418.14412478,2214.8679927800003,995.904835,709.07206239,1704.97689739,3035.46921656,2525.57812117,2015.68702578,1505.7959303900002
178882,539.278138,920.569307,97,539.278138,4602.846535,5142.124672999999,1078.556276,3682.277228,4760.833504,1617.834414,2761.707921,4379.542335,2157.112552,1841.138614,3998.251166,2696.39069,920.569307,3616.959997,4221.555366,3840.2641970000004,3458.973028,3077.6818590000003
20824,683.068037,856.25478929,98,683.068037,4281.27394645,4964.34198345,1366.136074,3425.01915716,4791.15523116,2049.204111,2568.7643678699997,4617.96847887,2732.272148,1712.50957858,4444.78172658,3415.340185,856.25478929,4271.59497429,4108.08719416,3934.9004418699997,3761.71368958,3588.52693729
515,853.890627,1336.739305,99,853.890627,6683.696525,7537.587152,1707.781254,5346.95722,7054.738474,2561.671881,4010.217915,6571.889796,3415.562508,2673.47861,6089.041118,4269.453135,1336.739305,5606.19244,6200.847847,5717.999169000001,5235.150491,4752.301813
3022,850.48658703,909.854804,100,850.48658703,4549.27402,5399.76060703,1700.97317406,3639.419216,5340.39239006,2551.45976109,2729.5644119999997,5281.02417309,3401.94634812,1819.709608,5221.65595612,4252.43293515,909.854804,5162.28773915,4489.90580303,4430.53758606,4371.16936909,4311.80115212
7886,227.175949,453.253873,101,227.175949,2266.269365,2493.445314,454.351898,1813.015492,2267.36739,681.5278470000001,1359.7616189999999,2041.289466,908.703796,906.507746,1815.211542,1135.879745,453.253873,1589.1336179999998,2040.191441,1814.1135169999998,1588.035593,1361.957669
44255,612.331033,1336.739305,102,612.331033,6683.696525,7296.027558000001,1224.662066,5346.95722,6571.619286,1836.9930990000003,4010.217915,5847.211014,2449.324132,2673.47861,5122.802742,3061.655165,1336.739305,4398.39447,5959.288253000001,5234.879981,4510.471709,3786.0634370000002
154889,532.79875,858.01303,103,532.79875,4290.065149999999,4822.863899999999,1065.5975,3432.05212,4497.64962,1598.3962500000002,2574.0390899999998,4172.43534,2131.195,1716.02606,3847.22106,2663.99375,858.01303,3522.00678,3964.8508699999998,3639.63659,3314.42231,2989.2080300000002
7620,227.175949,1000.922657,104,227.175949,5004.613284999999,5231.789234,454.351898,4003.690628,4458.042526,681.5278470000001,3002.7679709999998,3684.2958179999996,908.703796,2001.845314,2910.54911,1135.879745,1000.922657,2136.802402,4230.866577,3457.1198689999997,2683.373161,1909.6264529999999
2078,199.180967,835.29020103,105,199.180967,4176.45100515,4375.63197215,398.361934,3341.16080412,3739.52273812,597.542901,2505.8706030900003,3103.41350409,796.723868,1670.58040206,2467.30427006,995.904835,835.29020103,1831.1950360300002,3540.34177112,2904.2325370900003,2268.12330306,1632.01406903
11970,711.742474,862.09738407,106,711.742474,4310.48692035,5022.22939435,1423.484948,3448.38953628,4871.87448428,2135.227422,2586.29215221,4721.51957421,2846.969896,1724.19476814,4571.16466414,3558.71237,862.09738407,4420.80975407,4160.13201028,4009.77710021,3859.4221901399997,3709.06728007
11827,711.742474,861.89822303,107,711.742474,4309.49111515,5021.23358915,1423.484948,3447.59289212,4871.0778401200005,2135.227422,2585.6946690900004,4720.92209109,2846.969896,1723.79644606,4570.76634206,3558.71237,861.89822303,4420.61059303,4159.33536612,4009.1796170900006,3859.02386806,3708.8681190300003
38901,1014.930057,1192.68567,108,1014.930057,5963.42835,6978.358407,2029.860114,4770.74268,6800.602794,3044.790171,3578.0570100000004,6622.847181000001,4059.720228,2385.37134,6445.091568,5074.650285,1192.68567,6267.335955,5785.672737000001,5607.9171240000005,5430.161511,5252.405898
67422,284.197281,697.23761939,109,284.197281,3486.18809695,3770.3853779499996,568.394562,2788.95047756,3357.34503956,852.5918429999999,2091.71285817,2944.30470117,1136.789124,1394.47523878,2531.26436278,1420.9864049999999,697.23761939,2118.2240243899996,3073.1477585599996,2660.10742017,2247.06708178,1834.0267433899999
1885,199.180967,971.231542,110,199.180967,4856.1577099999995,5055.338677,398.361934,3884.926168,4283.288102,597.542901,2913.694626,3511.2375270000002,796.723868,1942.463084,2739.186952,995.904835,971.231542,1967.136377,4084.107135,3312.05656,2540.005985,1767.95541
31636,867.90125503,1064.590801,111,867.90125503,5322.9540050000005,6190.855260030001,1735.80251006,4258.363204,5994.16571406,2603.70376509,3193.772403,5797.47616809,3471.60502012,2129.181602,5600.78662212,4339.50627515,1064.590801,5404.09707615,5126.264459030001,4929.57491306,4732.885367090001,4536.19582112
22015,839.08041803,867.51251903,112,839.08041803,4337.562595150001,5176.643013180001,1678.16083606,3470.05007612,5148.21091218,2517.24125409,2602.53755709,5119.77881118,3356.32167212,1735.02503806,5091.34671018,4195.40209015,867.51251903,5062.914609179999,4309.13049415,4280.69839315,4252.26629215,4223.83419115
9806,825.733837,909.85960639,113,825.733837,4549.29803195,5375.03186895,1651.467674,3639.43842556,5290.906099559999,2477.201511,2729.57881917,5206.7803301700005,3302.935348,1819.71921278,5122.65456078,4128.669185,909.85960639,5038.528791389999,4465.17226256,4381.04649317,4296.92072378,4212.7949543899995
20742,683.068037,1000.922657,114,683.068037,5004.613284999999,5687.681321999999,1366.136074,4003.690628,5369.826702,2049.204111,3002.7679709999998,5051.972082,2732.272148,2001.845314,4734.117462,3415.340185,1000.922657,4416.262842,4686.758664999999,4368.904044999999,4051.049425,3733.194805
11701,711.742474,879.515366,115,711.742474,4397.57683,5109.319304,1423.484948,3518.061464,4941.546412,2135.227422,2638.546098,4773.77352,2846.969896,1759.030732,4606.000628,3558.71237,879.515366,4438.227736,4229.803938,4062.031046,3894.258154,3726.485262
5849,730.589966,733.177995,116,730.589966,3665.889975,4396.479941,1461.179932,2932.71198,4393.891912,2191.769898,2199.533985,4391.3038830000005,2922.359864,1466.35599,4388.715854,3652.94983,733.177995,4386.127825,3663.301946,3660.713917,3658.125888,3655.537859
8229,761.449142,825.07992303,117,761.449142,4125.3996151500005,4886.848757150001,1522.898284,3300.31969212,4823.2179761200005,2284.3474260000003,2475.23976909,4759.58719509,3045.796568,1650.15984606,4695.9564140600005,3807.24571,825.07992303,4632.32563303,4061.76883412,3998.1380530900005,3934.50727206,3870.87649103
3142,850.48658703,859.10613603,118,850.48658703,4295.53068015,5146.01726718,1700.97317406,3436.42454412,5137.39771818,2551.45976109,2577.31840809,5128.77816918,3401.94634812,1718.21227206,5120.15862018,4252.43293515,859.10613603,5111.53907118,4286.91113115,4278.29158215,4269.67203315,4261.05248415
71676,801.4479,848.09191303,119,801.4479,4240.45956515,5041.9074651500005,1602.8958,3392.36765212,4995.26345212,2404.3437,2544.27573909,4948.61943909,3205.7916,1696.18382606,4901.97542606,4007.2395,848.09191303,4855.3314130300005,4193.81555212,4147.17153909,4100.52752606,4053.88351303
16064,832.882309,977.235076,120,832.882309,4886.175380000001,5719.057689,1665.764618,3908.940304,5574.704922,2498.646927,2931.7052280000003,5430.3521550000005,3331.529236,1954.470152,5285.999388,4164.411545,977.235076,5141.646621,4741.822613,4597.469846,4453.117079,4308.764312
11246,836.483455,838.29254903,121,836.483455,4191.46274515,5027.94620015,1672.96691,3353.17019612,5026.137106120001,2509.450365,2514.87764709,5024.32801209,3345.93382,1676.58509806,5022.51891806,4182.417275,838.29254903,5020.70982403,4189.65365112,4187.84455709,4186.03546306,4184.226369030001
12584,733.177995,864.90625403,122,733.177995,4324.53127015,5057.70926515,1466.35599,3459.62501612,4925.9810061200005,2199.533985,2594.71876209,4794.25274709,2932.71198,1729.81250806,4662.52448806,3665.889975,864.90625403,4530.79622903,4192.8030111200005,4061.07475209,3929.3464930600003,3797.61823403
1365,876.507033,979.57854839,123,876.507033,4897.8927419500005,5774.39977495,1753.014066,3918.31419356,5671.32825956,2629.521099,2938.73564517,5568.25674417,3506.028132,1959.15709678,5465.18522878,4382.535165,979.57854839,5362.11371339,4794.8212265600005,4691.74971117,4588.67819578,4485.60668039
113952,866.838995,963.227957,124,866.838995,4816.139784999999,5682.9787799999995,1733.67799,3852.911828,5586.5898179999995,2600.5169849999997,2889.6838709999997,5490.2008559999995,3467.35598,1926.455914,5393.8118939999995,4334.194974999999,963.227957,5297.4229319999995,4719.750822999999,4623.361860999999,4526.972898999999,4430.583936999999
9329,793.472878,958.89110839,125,793.472878,4794.45554195,5587.92841995,1586.945756,3835.56443356,5422.51018956,2380.418634,2876.6733251699998,5257.09195917,3173.891512,1917.78221678,5091.673728780001,3967.36439,958.89110839,4926.25549839,4629.03731156,4463.61908117,4298.20085078,4132.78262039
21913,839.08041803,867.90125503,126,839.08041803,4339.50627515,5178.58669318,1678.16083606,3471.60502012,5149.76585618,2517.24125409,2603.70376509,5120.945019180001,3356.32167212,1735.80251006,5092.12418218,4195.40209015,867.90125503,5063.30334518,4310.68543815,4281.86460115,4253.04376415,4224.22292715
15733,845.28424703,884.01653529,127,845.28424703,4420.08267645,5265.36692348,1690.56849406,3536.06614116,5226.63463522,2535.8527410899997,2652.04960587,5187.90234696,3381.13698812,1768.03307058,5149.1700587,4226.42123515,884.01653529,5110.43777044,4381.35038819,4342.6180999299995,4303.885811669999,4265.15352341
12490,733.177995,838.28639503,128,733.177995,4191.43197515,4924.60997015,1466.35599,3353.14558012,4819.50157012,2199.533985,2514.85918509,4714.39317009,2932.71198,1676.57279006,4609.28477006,3665.889975,838.28639503,4504.17637003,4086.32357512,3981.2151750900002,3876.10677506,3770.99837503
5269,666.376407,723.889636,129,666.376407,3619.44818,4285.824587,1332.752814,2895.558544,4228.311358,1999.129221,2171.668908,4170.798129,2665.505628,1447.779272,4113.2849,3331.8820349999996,723.889636,4055.7716709999995,3561.934951,3504.421722,3446.908493,3389.3952639999998
8520,761.449142,831.49313229,130,761.449142,4157.46566145,4918.91480345,1522.898284,3325.97252916,4848.87081316,2284.3474260000003,2494.4793968699996,4778.82682287,3045.796568,1662.98626458,4708.78283258,3807.24571,831.49313229,4638.73884229,4087.4216711599997,4017.3776808699995,3947.33369058,3877.28970029
3768,819.480691,867.001259,131,819.480691,4335.006295,5154.486986,1638.961382,3468.005036,5106.966418,2458.442073,2601.003777,5059.44585,3277.922764,1734.002518,5011.925282,4097.403455,867.001259,4964.404713999999,4287.485727,4239.965158999999,4192.444591,4144.924023
51910,703.813394,865.09817607,132,703.813394,4325.49088035,5029.30427435,1407.626788,3460.39270428,4868.01949228,2111.4401820000003,2595.29452821,4706.73471021,2815.253576,1730.19635214,4545.44992814,3519.06697,865.09817607,4384.1651460699995,4164.20609828,4002.92131621,3841.6365341400005,3680.35175207
12908,733.177995,1336.739305,133,733.177995,6683.696525,7416.87452,1466.35599,5346.95722,6813.31321,2199.533985,4010.217915,6209.7519,2932.71198,2673.47861,5606.19059,3665.889975,1336.739305,5002.62928,6080.135215,5476.573905,4873.012595,4269.451285
35238,845.08499403,940.555947,134,845.08499403,4702.779735,5547.86472903,1690.16998806,3762.223788,5452.39377606,2535.25498209,2821.667841,5356.92282309,3380.33997612,1881.111894,5261.4518701199995,4225.424970149999,940.555947,5165.980917149999,4607.30878203,4511.837829059999,4416.36687609,4320.89592312
15555,845.28424703,940.555947,135,845.28424703,4702.779735,5548.06398203,1690.56849406,3762.223788,5452.79228206,2535.8527410899997,2821.667841,5357.520582089999,3381.13698812,1881.111894,5262.2488821199995,4226.42123515,940.555947,5166.97718215,4607.5080350299995,4512.23633506,4416.964635089999,4321.69293512
134492,623.294702,911.79510229,136,623.294702,4558.97551145,5182.2702134500005,1246.589404,3647.18040916,4893.76981316,1869.884106,2735.38530687,4605.26941287,2493.178808,1823.59020458,4316.76901258,3116.4735100000003,911.79510229,4028.2686122900004,4270.47511116,3981.9747108700003,3693.47431058,3404.9739102900003
121257,723.889636,836.28883503,137,723.889636,4181.44417515,4905.33381115,1447.779272,3345.15534012,4792.93461212,2171.668908,2508.86650509,4680.53541309,2895.558544,1672.57767006,4568.1362140599995,3619.44818,836.28883503,4455.737015029999,4069.04497612,3956.6457770899997,3844.24657806,3731.84737903
29238,725.415372,860.163799,138,725.415372,4300.8189950000005,5026.234367000001,1450.830744,3440.655196,4891.4859400000005,2176.2461160000003,2580.4913970000002,4756.737513,2901.661488,1720.327598,4621.9890860000005,3627.07686,860.163799,4487.240659,4166.070568,4031.3221410000006,3896.573714,3761.825287
359251,536.299684,1065.28199439,139,536.299684,5326.409971949999,5862.709655949999,1072.599368,4261.12797756,5333.72734556,1608.8990519999998,3195.8459831699997,4804.745035169999,2145.198736,2130.56398878,4275.762724779999,2681.49842,1065.28199439,3746.78041439,4797.427661559999,4268.445351169999,3739.4630407799996,3210.4807303899997
6028,730.589966,781.46645103,140,730.589966,3907.33225515,4637.92222115,1461.179932,3125.86580412,4587.045736120001,2191.769898,2344.39935309,4536.16925109,2922.359864,1562.93290206,4485.29276606,3652.94983,781.46645103,4434.41628103,3856.45577012,3805.57928509,3754.7028000600003,3703.82631503
16195,832.882309,852.09333803,141,832.882309,4260.46669015,5093.34899915,1665.764618,3408.37335212,5074.13797012,2498.646927,2556.28001409,5054.92694109,3331.529236,1704.18667606,5035.71591206,4164.411545,852.09333803,5016.50488303,4241.25566112,4222.04463209,4202.83360306,4183.62257403
4021,819.480691,843.88150203,142,819.480691,4219.40751015,5038.88820115,1638.961382,3375.52600812,5014.48739012,2458.442073,2531.64450609,4990.086579090001,3277.922764,1687.76300406,4965.68576806,4097.403455,843.88150203,4941.2849570299995,4195.00669912,4170.60588809,4146.20507706,4121.80426603
5854,730.589966,832.882309,143,730.589966,4164.411545,4895.001511,1461.179932,3331.529236,4792.709167999999,2191.769898,2498.646927,4690.416825,2922.359864,1665.764618,4588.124482,3652.94983,832.882309,4485.832139,4062.119202,3959.826859,3857.5345159999997,3755.242173
7605,227.175949,965.886954,144,227.175949,4829.43477,5056.610719,454.351898,3863.547816,4317.899714,681.5278470000001,2897.6608619999997,3579.188709,908.703796,1931.773908,2840.477704,1135.879745,965.886954,2101.766699,4090.7237649999997,3352.0127599999996,2613.301755,1874.5907499999998
8608,761.449142,843.36959639,145,761.449142,4216.84798195,4978.29712395,1522.898284,3373.47838556,4896.37666956,2284.3474260000003,2530.10878917,4814.45621517,3045.796568,1686.73919278,4732.53576078,3807.24571,843.36959639,4650.61530639,4134.92752756,4053.00707317,3971.08661878,3889.16616439
202331,920.569307,997.33454029,146,920.569307,4986.672701449999,5907.242008449999,1841.138614,3989.33816116,5830.476775159999,2761.707921,2992.00362087,5753.71154187,3682.277228,1994.66908058,5676.94630858,4602.846535,997.33454029,5600.18107529,4909.90746816,4833.14223487,4756.37700158,4679.61176829
46257,864.89911003,1000.922657,147,864.89911003,5004.613284999999,5869.512395029999,1729.79822006,4003.690628,5733.48884806,2594.69733009,3002.7679709999998,5597.46530109,3459.59644012,2001.845314,5461.44175412,4324.49555015,1000.922657,5325.41820715,4868.589738029999,4732.566191059999,4596.54264409,4460.51909712
6235,730.589966,1019.84289629,148,730.589966,5099.21448145,5829.80444745,1461.179932,4079.37158516,5540.55151716,2191.769898,3059.52868887,5251.29858687,2922.359864,2039.68579258,4962.04565658,3652.94983,1019.84289629,4672.79272629,4809.96155116,4520.70862087,4231.45569058,3942.20276029
36839,915.491309,977.079564,149,915.491309,4885.39782,5800.889129,1830.982618,3908.318256,5739.3008740000005,2746.473927,2931.238692,5677.712619,3661.965236,1954.159128,5616.124364,4577.456545,977.079564,5554.536109,4823.809565,4762.22131,4700.633055,4639.0448
13804,654.637758,860.50326739,150,654.637758,4302.516336950001,4957.15409495,1309.275516,3442.01306956,4751.28858556,1963.913274,2581.50980217,4545.42307617,2618.551032,1721.00653478,4339.55756678,3273.1887899999997,860.50326739,4133.69205739,4096.65082756,3890.78531817,3684.91980878,3479.05429939
8999,793.472878,839.09188503,151,793.472878,4195.45942515,4988.932303150001,1586.945756,3356.36754012,4943.31329612,2380.418634,2517.27565509,4897.69428909,3173.891512,1678.18377006,4852.07528206,3967.36439,839.09188503,4806.45627503,4149.84041812,4104.22141109,4058.60240406,4012.98339703
8732,761.449142,799.465384,152,761.449142,3997.32692,4758.776062,1522.898284,3197.861536,4720.75982,2284.3474260000003,2398.396152,4682.743578,3045.796568,1598.930768,4644.727336,3807.24571,799.465384,4606.711094,3959.310678,3921.294436,3883.2781940000004,3845.2619520000003
9752,825.733837,861.09629607,153,825.733837,4305.48148035,5131.21531735,1651.467674,3444.38518428,5095.85285828,2477.201511,2583.28888821,5060.490399210001,3302.935348,1722.19259214,5025.12794014,4128.669185,861.09629607,4989.76548107,4270.11902128,4234.75656221,4199.39410314,4164.03164407
3041,850.48658703,915.52879839,154,850.48658703,4577.64399195,5428.13057898,1700.97317406,3662.11519356,5363.08836762,2551.45976109,2746.5863951700003,5298.04615626,3401.94634812,1831.05759678,5233.0039449,4252.43293515,915.52879839,5167.96173354,4512.60178059,4447.55956923,4382.51735787,4317.47514651
15531,845.28424703,856.521888,155,845.28424703,4282.60944,5127.89368703,1690.56849406,3426.087552,5116.656046059999,2535.8527410899997,2569.5656639999997,5105.418405089999,3381.13698812,1713.043776,5094.180764119999,4226.42123515,856.521888,5082.94312315,4271.37179903,4260.13415806,4248.896517089999,4237.65887612
81595,757.192698,832.28951703,156,757.192698,4161.44758515,4918.64028315,1514.385396,3329.15806812,4843.54346412,2271.578094,2496.86855109,4768.44664509,3028.770792,1664.57903406,4693.34982606,3785.9634899999996,832.28951703,4618.25300703,4086.3507661199997,4011.25394709,3936.15712806,3861.0603090299996
21264,842.08403403,867.001259,157,842.08403403,4335.006295,5177.09032903,1684.16806806,3468.005036,5152.17310406,2526.25210209,2601.003777,5127.25587909,3368.33613612,1734.002518,5102.33865412,4210.42017015,867.001259,5077.421429149999,4310.08907003,4285.17184506,4260.25462009,4235.33739512
40947,841.88243603,867.001259,158,841.88243603,4335.006295,5176.88873103,1683.76487206,3468.005036,5151.76990806,2525.64730809,2601.003777,5126.6510850899995,3367.52974412,1734.002518,5101.53226212,4209.4121801500005,867.001259,5076.41343915,4309.88747203,4284.76864906,4259.64982609,4234.53100312
6843,842.48611903,985.090646,159,842.48611903,4925.45323,5767.93934903,1684.97223806,3940.362584,5625.33482206,2527.4583570900004,2955.271938,5482.73029509,3369.94447612,1970.181292,5340.12576812,4212.43059515,985.090646,5197.52124115,4782.84870303,4640.2441760599995,4497.639649090001,4355.03512212
49688,821.47613,939.037334,160,821.47613,4695.18667,5516.6628,1642.95226,3756.149336,5399.101596,2464.42839,2817.112002,5281.540392,3285.90452,1878.074668,5163.979188,4107.38065,939.037334,5046.417984,4577.6254659999995,4460.064262,4342.503058,4224.941854
50246,821.47613,951.506984,161,821.47613,4757.53492,5579.01105,1642.95226,3806.027936,5448.980196,2464.42839,2854.520952,5318.949342,3285.90452,1903.013968,5188.918488,4107.38065,951.506984,5058.887634,4627.5040659999995,4497.473212,4367.442358,4237.411504
9984,825.733837,966.525327,162,825.733837,4832.626635,5658.360471999999,1651.467674,3866.101308,5517.568982,2477.201511,2899.575981,5376.777492,3302.935348,1933.050654,5235.986002,4128.669185,966.525327,5095.194512,4691.835145,4551.0436549999995,4410.252165,4269.460675
12593,733.177995,1051.954204,163,733.177995,5259.771019999999,5992.949014999999,1466.35599,4207.816816,5674.172806,2199.533985,3155.862612,5355.396597,2932.71198,2103.908408,5036.620387999999,3665.889975,1051.954204,4717.844179,4940.994811,4622.218602,4303.442392999999,3984.6661839999997
49113,790.968382,848.90150007,164,790.968382,4244.50750035,5035.47588235,1581.936764,3395.60600028,4977.5427642800005,2372.905146,2546.70450021,4919.6096462099995,3163.873528,1697.80300014,4861.67652814,3954.84191,848.90150007,4803.74341007,4186.57438228,4128.64126421,4070.7081461400003,4012.77502807
13707,654.637758,820.87068403,165,654.637758,4104.35342015,4758.9911781499995,1309.275516,3283.48273612,4592.75825212,1963.913274,2462.61205209,4426.52532609,2618.551032,1641.74136806,4260.29240006,3273.1887899999997,820.87068403,4094.05947403,3938.12049412,3771.88756809,3605.65464206,3439.42171603
1603,199.180967,867.51251903,166,199.180967,4337.562595150001,4536.743562150001,398.361934,3470.05007612,3868.41201012,597.542901,2602.53755709,3200.0804580900003,796.723868,1735.02503806,2531.74890606,995.904835,867.51251903,1863.41735403,3669.2310431200003,3000.89949109,2332.56793906,1664.23638703
92022,286.140129,867.90824803,167,286.140129,4339.54124015,4625.68136915,572.280258,3471.63299212,4043.91325012,858.420387,2603.72474409,3462.14513109,1144.560516,1735.81649606,2880.37701206,1430.700645,867.90824803,2298.6088930299998,3757.77312112,3176.00500209,2594.23688306,2012.4687640299999
226,853.890627,859.10613603,168,853.890627,4295.53068015,5149.42130715,1707.781254,3436.42454412,5144.20579812,2561.671881,2577.31840809,5138.99028909,3415.562508,1718.21227206,5133.77478006,4269.453135,859.10613603,5128.55927103,4290.31517112,4285.0996620900005,4279.88415306,4274.66864403
8343,761.449142,915.497183,169,761.449142,4577.485914999999,5338.935057,1522.898284,3661.988732,5184.887016,2284.3474260000003,2746.491549,5030.838975000001,3045.796568,1830.994366,4876.790934000001,3807.24571,915.497183,4722.742893000001,4423.437874,4269.389833,4115.341792,3961.293751
9110,793.472878,1079.602103,170,793.472878,5398.010515,6191.483393,1586.945756,4318.408412,5905.354168,2380.418634,3238.8063089999996,5619.224942999999,3173.891512,2159.204206,5333.0957180000005,3967.36439,1079.602103,5046.966493,5111.881289999999,4825.752065,4539.62284,4253.493615
21390,842.08403403,895.272864,171,842.08403403,4476.364320000001,5318.448354030001,1684.16806806,3581.091456,5265.25952406,2526.25210209,2685.818592,5212.07069409,3368.33613612,1790.545728,5158.88186412,4210.42017015,895.272864,5105.693034149999,4423.17549003,4369.98666006,4316.7978300899995,4263.60900012
44009,612.331033,842.09619103,172,612.331033,4210.48095515,4822.811988150001,1224.662066,3368.38476412,4593.04683012,1836.9930990000003,2526.2885730899998,4363.28167209,2449.324132,1684.19238206,4133.51651406,3061.655165,842.09619103,3903.7513560300004,3980.71579712,3750.9506390899996,3521.1854810600003,3291.42032303
184712,757.44273729,861.09629607,173,757.44273729,4305.48148035,5062.92421764,1514.88547458,3444.38518428,4959.2706588599995,2272.32821187,2583.28888821,4855.6171000800005,3029.77094916,1722.19259214,4751.9635413,3787.21368645,861.09629607,4648.30998252,4201.82792157,4098.17436279,3994.5208040099997,3890.8672452299998
81194,757.192698,861.09629607,174,757.192698,4305.48148035,5062.67417835,1514.385396,3444.38518428,4958.77058028,2271.578094,2583.28888821,4854.86698221,3028.770792,1722.19259214,4750.96338414,3785.9634899999996,861.09629607,4647.05978607,4201.57788228,4097.67428421,3993.77068614,3889.8670880699997
11732,711.742474,821.47613,175,711.742474,4107.38065,4819.123124,1423.484948,3285.90452,4709.389468,2135.227422,2464.42839,4599.655812,2846.969896,1642.95226,4489.9221560000005,3558.71237,821.47613,4380.1885,3997.646994,3887.9133380000003,3778.179682,3668.446026
8948,793.472878,1051.954204,176,793.472878,5259.771019999999,6053.243897999999,1586.945756,4207.816816,5794.762572,2380.418634,3155.862612,5536.2812460000005,3173.891512,2103.908408,5277.7999199999995,3967.36439,1051.954204,5019.318594,5001.289693999999,4742.808368,4484.327042,4225.845716
13053,733.177995,954.903844,177,733.177995,4774.51922,5507.697215,1466.35599,3819.615376,5285.971366,2199.533985,2864.7115320000003,5064.245517,2932.71198,1909.807688,4842.519668,3665.889975,954.903844,4620.793819,4552.793371,4331.067522,4109.341673,3887.615824
25985,727.75410219,775.118362,178,727.75410219,3875.5918100000004,4603.3459121900005,1455.50820438,3100.473448,4555.98165238,2183.26230657,2325.355086,4508.61739257,2911.01640876,1550.236724,4461.25313276,3638.7705109500002,775.118362,4413.88887295,3828.2275501900003,3780.86329038,3733.4990305700003,3686.1347707600003
12339,711.742474,775.86680803,179,711.742474,3879.33404015,4591.07651415,1423.484948,3103.46723212,4526.95218012,2135.227422,2327.60042409,4462.82784609,2846.969896,1551.73361606,4398.70351206,3558.71237,775.86680803,4334.579178030001,3815.20970612,3751.0853720900004,3686.9610380599997,3622.83670403
