,m/z A,m/z B,Ranking,comp_1_m/z A,comp_5_m/z B,1*m/z A + 5*m/z B,comp_2_m/z A,comp_4_m/z B,2*m/z A + 4*m/z B,comp_3_m/z A,comp_3_m/z B,3*m/z A + 3*m/z B,comp_4_m/z A,comp_2_m/z B,4*m/z A + 2*m/z B,comp_5_m/z A,comp_1_m/z B,5*m/z A + 1*m/z B,1*m/z A + 4*m/z B,2*m/z A + 3*m/z B,3*m/z A + 2*m/z B,4*m/z A + 1*m/z B
31930,867.90125503,1065.28199439,372,867.90125503,5326.409971949999,6194.311226979999,1735.80251006,4261.12797756,5996.930487619999,2603.70376509,3195.8459831699997,5799.54974826,3471.60502012,2130.56398878,5602.1690089,4339.50627515,1065.28199439,5404.78826954,5129.02923259,4931.64849323,4734.26775387,4536.88701451
16831,790.066669,838.48984329,373,790.066669,4192.44921645,4982.51588545,1580.133338,3353.95937316,4934.092711159999,2370.2000070000004,2515.46952987,4885.66953687,3160.266676,1676.97968658,4837.24636258,3950.333345,838.48984329,4788.82318829,4144.02604216,4095.60286787,4047.1796935800003,3998.75651929
2071,199.180967,824.89112503,374,199.180967,4124.45562515,4323.63659215,398.361934,3299.56450012,3697.92643412,597.542901,2474.6733750900003,3072.21627609,796.723868,1649.78225006,2446.50611806,995.904835,824.89112503,1820.79596003,3498.7454671200003,2873.0353090900003,2247.3251510600003,1621.61499303
7309,227.175949,816.07608403,375,227.175949,4080.3804201499997,4307.55636915,454.351898,3264.30433612,3718.6562341199997,681.5278470000001,2448.22825209,3129.75609909,908.703796,1632.15216806,2540.8559640599997,1135.879745,816.07608403,1951.95582903,3491.4802851199997,2902.5801500899997,2313.68001506,1724.77988003
16511,832.882309,875.017067,376,832.882309,4375.085335,5207.967643999999,1665.764618,3500.068268,5165.832886,2498.646927,2625.051201,5123.698128,3331.529236,1750.034134,5081.56337,4164.411545,875.017067,5039.428612,4332.950577,4290.815819,4248.681060999999,4206.546303
74544,652.362135,870.10566007,377,652.362135,4350.52830035,5002.89043535,1304.72427,3480.42264028,4785.14691028,1957.086405,2610.31698021,4567.40338521,2609.44854,1740.21132014,4349.65986014,3261.8106749999997,870.10566007,4131.91633507,4132.78477528,3915.04125021,3697.29772514,3479.5542000699998
113893,866.838995,897.858176,378,866.838995,4489.29088,5356.129875,1733.67799,3591.432704,5325.110694,2600.5169849999997,2693.574528,5294.091512999999,3467.35598,1795.716352,5263.072332,4334.194974999999,897.858176,5232.053150999999,4458.271699,4427.252518,4396.233337,4365.214156
49198,790.968382,913.04084429,379,790.968382,4565.20422145,5356.17260345,1581.936764,3652.16337716,5234.10014116,2372.905146,2739.12253287,5112.02767887,3163.873528,1826.08168858,4989.95521658,3954.84191,913.04084429,4867.88275429,4443.13175916,4321.05929687,4198.9868345800005,4076.91437229
11230,836.483455,888.273258,380,836.483455,4441.36629,5277.8497449999995,1672.96691,3553.093032,5226.059942,2509.450365,2664.819774,5174.270139,3345.93382,1776.546516,5122.4803360000005,4182.417275,888.273258,5070.690533,4389.576487,4337.786684000001,4285.996881,4234.207078
1373,876.507033,878.77693239,381,876.507033,4393.88466195,5270.39169495,1753.014066,3515.10772956,5268.12179556,2629.521099,2636.3307971699996,5265.851896169999,3506.028132,1757.55386478,5263.58199678,4382.535165,878.77693239,5261.31209739,4391.61476256,4389.344863169999,4387.07496378,4384.80506439
168175,526.306906,736.378958,382,526.306906,3681.8947900000003,4208.201696,1052.613812,2945.515832,3998.129644,1578.920718,2209.136874,3788.057592,2105.227624,1472.757916,3577.98554,2631.53453,736.378958,3367.913488,3471.822738,3261.750686,3051.678634,2841.6065820000003
76803,686.406933,809.48026203,383,686.406933,4047.4013101499995,4733.80824315,1372.813866,3237.92104812,4610.734914119999,2059.2207989999997,2428.44078609,4487.66158509,2745.627732,1618.96052406,4364.58825606,3432.034665,809.48026203,4241.51492703,3924.32798112,3801.25465209,3678.1813230599996,3555.1079940299996
43366,596.846292,913.04084429,384,596.846292,4565.20422145,5162.05051345,1193.692584,3652.16337716,4845.855961159999,1790.5388759999998,2739.12253287,4529.66140887,2387.385168,1826.08168858,4213.46685658,2984.23146,913.04084429,3897.2723042899997,4249.00966916,3932.81511687,3616.62056458,3300.4260122899996
5761,666.376407,831.993851,385,666.376407,4159.969255,4826.345662,1332.752814,3327.975404,4660.728218,1999.129221,2495.9815529999996,4495.110774,2665.505628,1663.987702,4329.493329999999,3331.8820349999996,831.993851,4163.875886,3994.3518109999995,3828.7343669999996,3663.1169229999996,3497.499479
8206,761.449142,853.50197829,386,761.449142,4267.50989145,5028.959033450001,1522.898284,3414.00791316,4936.90619716,2284.3474260000003,2560.50593487,4844.85336087,3045.796568,1707.00395658,4752.8005245800005,3807.24571,853.50197829,4660.74768829,4175.45705516,4083.4042188700005,3991.35138258,3899.29854629
72048,801.4479,856.256013,387,801.4479,4281.280065,5082.727965,1602.8958,3425.024052,5027.919852,2404.3437,2568.768039,4973.111739,3205.7916,1712.512026,4918.303626,4007.2395,856.256013,4863.495513,4226.471952,4171.663839,4116.855726,4062.047613
167474,734.42635,822.479845,388,734.42635,4112.399225,4846.825575,1468.8527,3289.91938,4758.77208,2203.27905,2467.439535,4670.7185850000005,2937.7054,1644.95969,4582.6650899999995,3672.1317499999996,822.479845,4494.611594999999,4024.34573,3936.292235,3848.23874,3760.1852449999997
31507,867.90125503,875.25938929,389,867.90125503,4376.29694645,5244.1982014800005,1735.80251006,3501.03755716,5236.84006722,2603.70376509,2625.77816787,5229.4819329599995,3471.60502012,1750.51877858,5222.1237987,4339.50627515,875.25938929,5214.7656644399995,4368.93881219,4361.58067793,4354.22254367,4346.86440941
71018,838.28639503,972.82174829,390,838.28639503,4864.10874145,5702.39513648,1676.57279006,3891.28699316,5567.859783219999,2514.85918509,2918.46524487,5433.32442996,3353.14558012,1945.64349658,5298.7890767,4191.43197515,972.82174829,5164.25372344,4729.57338819,4595.038034929999,4460.50268167,4325.96732841
44774,838.083202,972.82174829,391,838.083202,4864.10874145,5702.19194345,1676.166404,3891.28699316,5567.453397159999,2514.2496060000003,2918.46524487,5432.71485087,3352.332808,1945.64349658,5297.97630458,4190.41601,972.82174829,5163.23775829,4729.37019516,4594.6316488699995,4459.89310258,4325.15455629
43907,612.331033,835.67658903,392,612.331033,4178.38294515,4790.71397815,1224.662066,3342.70635612,4567.36842212,1836.9930990000003,2507.02976709,4344.02286609,2449.324132,1671.35317806,4120.67731006,3061.655165,835.67658903,3897.33175403,3955.0373891199997,3731.69183309,3508.34627706,3285.00072103
43895,612.331033,835.87682703,393,612.331033,4179.38413515,4791.71516815,1224.662066,3343.50730812,4568.16937412,1836.9930990000003,2507.63048109,4344.62358009,2449.324132,1671.75365406,4121.07778606,3061.655165,835.87682703,3897.53199203,3955.8383411199998,3732.29254709,3508.74675306,3285.2009590300004
68707,399.22454,875.09997903,394,399.22454,4375.49989515,4774.72443515,798.44908,3500.39991612,4298.84899612,1197.67362,2625.2999370899997,3822.9735570899998,1596.89816,1750.19995806,3347.09811806,1996.1227,875.09997903,2871.22267903,3899.62445612,3423.7490170899996,2947.87357806,2471.99813903
9165,793.472878,835.89438003,395,793.472878,4179.47190015,4972.94477815,1586.945756,3343.57752012,4930.52327612,2380.418634,2507.68314009,4888.101774090001,3173.891512,1671.78876006,4845.68027206,3967.36439,835.89438003,4803.25877003,4137.05039812,4094.62889609,4052.2073940600003,4009.78589203
105905,867.51251903,1051.954204,396,867.51251903,5259.771019999999,6127.283539029999,1735.02503806,4207.816816,5942.84185406,2602.53755709,3155.862612,5758.40016909,3470.05007612,2103.908408,5573.958484119999,4337.562595150001,1051.954204,5389.51679915,5075.329335029999,4890.88765006,4706.44596509,4522.00428012
102960,731.93002419,838.88665203,397,731.93002419,4194.43326015,4926.36328434,1463.86004838,3355.54660812,4819.4066565,2195.79007257,2516.6599560900004,4712.4500286600005,2927.72009676,1677.77330406,4605.49340082,3659.65012095,838.88665203,4498.53677298,4087.4766323100002,3980.5200044700005,3873.56337663,3766.60674879
16832,790.066669,839.48187307,398,790.066669,4197.40936535,4987.47603435,1580.133338,3357.92749228,4938.06083028,2370.2000070000004,2518.44561921,4888.64562621,3160.266676,1678.96374614,4839.23042214,3950.333345,839.48187307,4789.81521807,4147.99416128,4098.57895721,4049.16375314,3999.74854907
13760,654.637758,1048.59915029,399,654.637758,5242.995751449999,5897.633509449999,1309.275516,4194.39660116,5503.672117159999,1963.913274,3145.79745087,5109.7107248699995,2618.551032,2097.19830058,4715.74933258,3273.1887899999997,1048.59915029,4321.78794029,4849.034359159999,4455.07296687,4061.11157458,3667.15018229
29428,725.415372,849.89931503,400,725.415372,4249.49657515,4974.911947150001,1450.830744,3399.59726012,4850.42800412,2176.2461160000003,2549.69794509,4725.94406109,2901.661488,1699.79863006,4601.46011806,3627.07686,849.89931503,4476.97617503,4125.0126321200005,4000.5286890899997,3876.0447460600003,3751.56080303
12692,733.177995,839.47695007,401,733.177995,4197.38475035,4930.56274535,1466.35599,3357.90780028,4824.26379028,2199.533985,2518.4308502100002,4717.96483521,2932.71198,1678.95390014,4611.66588014,3665.889975,839.47695007,4505.36692507,4091.08579528,3984.7868402100003,3878.48788514,3772.18893007
31227,857.757184,1032.33865929,402,857.757184,5161.693296449999,6019.450480449999,1715.514368,4129.35463716,5844.86900516,2573.271552,3097.01597787,5670.28752987,3431.028736,2064.67731858,5495.7060545799995,4288.78592,1032.33865929,5321.12457929,4987.11182116,4812.53034587,4637.9488705799995,4463.36739529
1505,199.180967,855.49695,403,199.180967,4277.48475,4476.665717,398.361934,3421.9878,3820.349734,597.542901,2566.49085,3164.033751,796.723868,1710.9939,2507.717768,995.904835,855.49695,1851.401785,3621.168767,2964.852784,2308.536801,1652.220818
9685,825.733837,959.892295,404,825.733837,4799.461475,5625.195312,1651.467674,3839.56918,5491.036854,2477.201511,2879.676885,5356.878396,3302.935348,1919.78459,5222.719938,4128.669185,959.892295,5088.561479999999,4665.303017,4531.144559,4396.986101,4262.827643
67296,284.197281,963.227957,405,284.197281,4816.139784999999,5100.337065999999,568.394562,3852.911828,4421.30639,852.5918429999999,2889.6838709999997,3742.2757139999994,1136.789124,1926.455914,3063.245038,1420.9864049999999,963.227957,2384.2143619999997,4137.109109,3458.0784329999997,2779.047757,2100.017081
71574,801.4479,872.515613,406,801.4479,4362.578065,5164.025965,1602.8958,3490.062452,5092.958252,2404.3437,2617.546839,5021.890539,3205.7916,1745.031226,4950.822826,4007.2395,872.515613,4879.755113,4291.510352,4220.442639,4149.374926,4078.307213
70212,827.28274703,963.227957,407,827.28274703,4816.139784999999,5643.422532029999,1654.56549406,3852.911828,5507.47732206,2481.84824109,2889.6838709999997,5371.53211209,3309.13098812,1926.455914,5235.58690212,4136.41373515,963.227957,5099.64169215,4680.19457503,4544.24936506,4408.30415509,4272.35894512
8632,761.449142,824.89112503,408,761.449142,4124.45562515,4885.90476715,1522.898284,3299.56450012,4822.46278412,2284.3474260000003,2474.6733750900003,4759.0208010900005,3045.796568,1649.78225006,4695.57881806,3807.24571,824.89112503,4632.13683503,4061.01364212,3997.57165909,3934.1296760600003,3870.6876930300004
9420,793.472878,858.48735729,409,793.472878,4292.43678645,5085.9096644500005,1586.945756,3433.94942916,5020.8951851599995,2380.418634,2575.46207187,4955.88070587,3173.891512,1716.97471458,4890.86622658,3967.36439,858.48735729,4825.85174729,4227.42230716,4162.40782787,4097.39334858,4032.3788692900002
14164,816.07608403,830.67714703,410,816.07608403,4153.38573515,4969.46181918,1632.15216806,3322.70858812,4954.86075618,2448.22825209,2492.03144109,4940.25969318,3264.30433612,1661.35429406,4925.65863018,4080.3804201499997,830.67714703,4911.05756718,4138.78467215,4124.18360915,4109.58254615,4094.98148315
2167,199.180967,657.86251,411,199.180967,3289.31255,3488.493517,398.361934,2631.45004,3029.811974,597.542901,1973.5875300000002,2571.1304310000005,796.723868,1315.72502,2112.448888,995.904835,657.86251,1653.7673450000002,2830.631007,2371.9494640000003,1913.2679210000001,1454.586378
5416,666.376407,830.67714703,412,666.376407,4153.38573515,4819.76214215,1332.752814,3322.70858812,4655.46140212,1999.129221,2492.03144109,4491.16066209,2665.505628,1661.35429406,4326.85992206,3331.8820349999996,830.67714703,4162.55918203,3989.08499512,3824.78425509,3660.48351506,3496.18277503
5516,666.376407,831.07847103,413,666.376407,4155.392355149999,4821.768762149999,1332.752814,3324.31388412,4657.066698119999,1999.129221,2493.23541309,4492.3646340899995,2665.505628,1662.15694206,4327.66257006,3331.8820349999996,831.07847103,4162.96050603,3990.6902911199995,3825.98822709,3661.28616306,3496.58409903
52031,703.813394,1094.967124,414,703.813394,5474.83562,6178.649014,1407.626788,4379.868496,5787.4952840000005,2111.4401820000003,3284.9013720000003,5396.3415540000005,2815.253576,2189.934248,5005.187824000001,3519.06697,1094.967124,4614.034094,5083.68189,4692.52816,4301.37443,3910.2207
11968,711.742474,817.973867,415,711.742474,4089.8693350000003,4801.611809,1423.484948,3271.895468,4695.380416,2135.227422,2453.921601,4589.149023,2846.969896,1635.947734,4482.91763,3558.71237,817.973867,4376.686237,3983.6379420000003,3877.4065490000003,3771.1751560000002,3664.943763
78159,732.255109,866.838995,416,732.255109,4334.194974999999,5066.450083999999,1464.510218,3467.35598,4931.866198,2196.765327,2600.5169849999997,4797.282311999999,2929.020436,1733.67799,4662.698426,3661.2755449999995,866.838995,4528.11454,4199.611089,4065.0272029999996,3930.443317,3795.859431
147561,787.937478,864.29973803,417,787.937478,4321.49869015,5109.4361681499995,1575.874956,3457.19895212,5033.07390812,2363.8124340000004,2592.89921409,4956.71164809,3151.749912,1728.59947606,4880.34938806,3939.68739,864.29973803,4803.98712803,4245.13643012,4168.774170090001,4092.41191006,4016.04965003
1756,199.180967,789.220246,418,199.180967,3946.1012299999998,4145.2821969999995,398.361934,3156.880984,3555.242918,597.542901,2367.660738,2965.2036390000003,796.723868,1578.440492,2375.1643599999998,995.904835,789.220246,1785.1250810000001,3356.0619509999997,2766.022672,2175.983393,1585.944114
2145,199.180967,788.969462,419,199.180967,3944.84731,4144.028277,398.361934,3155.877848,3554.239782,597.542901,2366.908386,2964.451287,796.723868,1577.938924,2374.662792,995.904835,788.969462,1784.874297,3355.0588150000003,2765.27032,2175.481825,1585.69333
27428,879.515366,898.464065,420,879.515366,4492.320325,5371.835690999999,1759.030732,3593.85626,5352.886992,2638.546098,2695.392195,5333.938292999999,3518.061464,1796.92813,5314.989594,4397.57683,898.464065,5296.040895,4473.371626,4454.422927,4435.474228,4416.525529
8956,793.472878,959.892295,421,793.472878,4799.461475,5592.934353000001,1586.945756,3839.56918,5426.514936,2380.418634,2879.676885,5260.095519,3173.891512,1919.78459,5093.676102,3967.36439,959.892295,4927.256685,4633.042058,4466.622641,4300.203224,4133.783807
84149,661.367536,713.08297619,422,661.367536,3565.4148809499998,4226.78241695,1322.735072,2852.33190476,4175.066976759999,1984.102608,2139.24892857,4123.35153657,2645.470144,1426.16595238,4071.63609638,3306.8376799999996,713.08297619,4019.9206561899996,3513.6994407599996,3461.98400057,3410.26856038,3358.55312019
174686,828.07794503,898.464065,423,828.07794503,4492.320325,5320.398270029999,1656.15589006,3593.85626,5250.01215006,2484.23383509,2695.392195,5179.626030089999,3312.31178012,1796.92813,5109.23991012,4140.38972515,898.464065,5038.85379015,4421.93420503,4351.54808506,4281.16196509,4210.77584512
111323,729.093661,1336.739305,424,729.093661,6683.696525,7412.790186,1458.187322,5346.95722,6805.144542,2187.280983,4010.217915,6197.498898,2916.374644,2673.47861,5589.853254,3645.468305,1336.739305,4982.2076099999995,6076.050881,5468.405237,4860.759593000001,4253.1139490000005
14290,816.07608403,835.28413903,425,816.07608403,4176.42069515,4992.49677918,1632.15216806,3341.13655612,4973.28872418,2448.22825209,2505.85241709,4954.08066918,3264.30433612,1670.56827806,4934.87261418,4080.3804201499997,835.28413903,4915.66455918,4157.21264015,4138.00458515,4118.79653015,4099.58847515
68035,781.957789,915.78207329,426,781.957789,4578.91036645,5360.86815545,1563.915578,3663.12829316,5227.04387116,2345.873367,2747.34621987,5093.21958687,3127.831156,1831.56414658,4959.39530258,3909.7889450000002,915.78207329,4825.57101829,4445.08608216,4311.26179787,4177.43751358,4043.61322929
12526,733.177995,751.389955,427,733.177995,3756.949775,4490.12777,1466.35599,3005.55982,4471.91581,2199.533985,2254.169865,4453.70385,2932.71198,1502.77991,4435.49189,3665.889975,751.389955,4417.27993,3738.737815,3720.525855,3702.3138950000002,3684.101935
111887,240.13453,723.41858519,428,240.13453,3617.0929259500003,3857.22745595,480.26906,2893.67434076,3373.9434007600003,720.40359,2170.25575557,2890.65934557,960.53812,1446.83717038,2407.37529038,1200.67265,723.41858519,1924.0912351900001,3133.80887076,2650.52481557,2167.24076038,1683.95670519
111823,240.13453,723.58578019,429,240.13453,3617.9289009500003,3858.06343095,480.26906,2894.34312076,3374.6121807600002,720.40359,2170.75734057,2891.16093057,960.53812,1447.17156038,2407.70968038,1200.67265,723.58578019,1924.2584301900001,3134.47765076,2651.02640057,2167.57515038,1684.12390019
27142,879.515366,897.858176,430,879.515366,4489.29088,5368.806245999999,1759.030732,3591.432704,5350.463436,2638.546098,2693.574528,5332.120626,3518.061464,1795.716352,5313.777816,4397.57683,897.858176,5295.435006,4470.9480699999995,4452.60526,4434.26245,4415.91964
5149,666.376407,869.900226,431,666.376407,4349.50113,5015.877536999999,1332.752814,3479.600904,4812.353718,1999.129221,2609.700678,4608.829899,2665.505628,1739.800452,4405.30608,3331.8820349999996,869.900226,4201.782260999999,4145.977311,3942.453492,3738.9296729999996,3535.4058539999996
181122,828.69179103,1000.922657,432,828.69179103,5004.613284999999,5833.305076029999,1657.38358206,4003.690628,5661.07421006,2486.07537309,3002.7679709999998,5488.84334409,3314.76716412,2001.845314,5316.61247812,4143.45895515,1000.922657,5144.38161215,4832.38241903,4660.15155306,4487.92068709,4315.68982112
25636,727.75410219,848.28668607,433,727.75410219,4241.43343035,4969.18753254,1455.50820438,3393.14674428,4848.65494866,2183.26230657,2544.86005821,4728.12236478,2911.01640876,1696.57337214,4607.5897809,3638.7705109500002,848.28668607,4487.05719702,4120.90084647,4000.36826259,3879.83567871,3759.30309483
25589,727.75410219,847.883676,434,727.75410219,4239.41838,4967.17248219,1455.50820438,3391.534704,4847.04290838,2183.26230657,2543.651028,4726.91333457,2911.01640876,1695.767352,4606.78376076,3638.7705109500002,847.883676,4486.654186950001,4119.28880619,3999.1592323800005,3879.02965857,3758.90008476
8120,761.449142,1095.560097,435,761.449142,5477.800485,6239.249627,1522.898284,4382.240388,5905.138672,2284.3474260000003,3286.680291,5571.027717000001,3045.796568,2191.120194,5236.916762000001,3807.24571,1095.560097,4902.805807000001,5143.689530000001,4809.5785750000005,4475.46762,4141.356665
5965,730.589966,751.389955,436,730.589966,3756.949775,4487.5397410000005,1461.179932,3005.55982,4466.7397519999995,2191.769898,2254.169865,4445.939763,2922.359864,1502.77991,4425.139774,3652.94983,751.389955,4404.339785,3736.149786,3715.349797,3694.5498079999998,3673.749819
29210,725.415372,915.491309,437,725.415372,4577.456545,5302.871917,1450.830744,3661.965236,5112.79598,2176.2461160000003,2746.473927,4922.720043,2901.661488,1830.982618,4732.644106,3627.07686,915.491309,4542.568169,4387.380608,4197.304671,4007.2287340000003,3817.152797
89963,867.001259,867.706268,438,867.001259,4338.5313400000005,5205.532599,1734.002518,3470.825072,5204.82759,2601.003777,2603.118804,5204.122581,3468.005036,1735.412536,5203.417572,4335.006295,867.706268,5202.712563,4337.826331,4337.121322,4336.416313,4335.711304
27143,879.515366,891.014682,439,879.515366,4455.07341,5334.588776,1759.030732,3564.058728,5323.08946,2638.546098,2673.044046,5311.590144,3518.061464,1782.029364,5300.090828,4397.57683,891.014682,5288.591512,4443.574094,4432.074778,4420.575462,4409.076145999999
88486,848.28668607,920.569307,440,848.28668607,4602.846535,5451.133221069999,1696.57337214,3682.277228,5378.85060014,2544.86005821,2761.707921,5306.56797921,3393.14674428,1841.138614,5234.28535828,4241.43343035,920.569307,5162.00273735,4530.56391407,4458.28129314,4385.99867221,4313.71605128
4556,873.10318503,1036.59358429,441,873.10318503,5182.96792145,6056.07110648,1746.20637006,4146.37433716,5892.5807072200005,2619.30955509,3109.7807528700005,5729.09030796,3492.41274012,2073.18716858,5565.5999087,4365.51592515,1036.59358429,5402.10950944,5019.47752219,4855.987122930001,4692.4967236699995,4529.00632441
1908,199.180967,841.47632703,442,199.180967,4207.38163515,4406.56260215,398.361934,3365.90530812,3764.26724212,597.542901,2524.42898109,3121.97188209,796.723868,1682.95265406,2479.67652206,995.904835,841.47632703,1837.38116203,3565.08627512,2922.79091509,2280.49555506,1638.20019503
20586,683.068037,833.28403207,443,683.068037,4166.42016035,4849.48819735,1366.136074,3333.13612828,4699.27220228,2049.204111,2499.85209621,4549.05620721,2732.272148,1666.56806414,4398.8402121399995,3415.340185,833.28403207,4248.62421707,4016.20416528,3865.98817021,3715.77217514,3565.5561800699998
72321,833.47968603,841.683437,444,833.47968603,4208.417185,5041.8968710300005,1666.95937206,3366.733748,5033.69312006,2500.43905809,2525.050311,5025.48936909,3333.91874412,1683.366874,5017.28561812,4167.39843015,841.683437,5009.08186715,4200.21343403,4192.00968306,4183.80593209,4175.60218112
38047,844.479543,873.30838507,445,844.479543,4366.54192535,5211.021468350001,1688.959086,3493.23354028,5182.19262628,2533.438629,2619.92515521,5153.36378421,3377.918172,1746.61677014,5124.534942140001,4222.397715,873.30838507,5095.70610007,4337.71308328,4308.88424121,4280.05539914,4251.22655707
3222,850.48658703,862.09738407,446,850.48658703,4310.48692035,5160.97350738,1700.97317406,3448.38953628,5149.3627103399995,2551.45976109,2586.29215221,5137.7519133000005,3401.94634812,1724.19476814,5126.14111626,4252.43293515,862.09738407,5114.53031922,4298.8761233099995,4287.2653262700005,4275.65452923,4264.04373219
6761,842.48611903,1051.954204,447,842.48611903,5259.771019999999,6102.257139029999,1684.97223806,4207.816816,5892.78905406,2527.4583570900004,3155.862612,5683.32096909,3369.94447612,2103.908408,5473.85288412,4212.43059515,1051.954204,5264.38479915,5050.302935029999,4840.8348500600005,4631.366765090001,4421.89868012
52471,703.813394,864.97903339,448,703.813394,4324.89516695,5028.70856095,1407.626788,3459.91613356,4867.54292156,2111.4401820000003,2594.93710017,4706.37728217,2815.253576,1729.95806678,4545.21164278,3519.06697,864.97903339,4384.04600339,4163.72952756,4002.56388817,3841.3982487800004,3680.23260939
6511,730.589966,832.005164,449,730.589966,4160.02582,4890.615786,1461.179932,3328.020656,4789.200588,2191.769898,2496.015492,4687.78539,2922.359864,1664.010328,4586.370192,3652.94983,832.005164,4484.954994,4058.610622,3957.195424,3855.780226,3754.365028
12457,733.177995,838.48984329,450,733.177995,4192.44921645,4925.62721145,1466.35599,3353.95937316,4820.31536316,2199.533985,2515.46952987,4715.00351487,2932.71198,1676.97968658,4609.69166658,3665.889975,838.48984329,4504.37981829,4087.13736816,3981.82551987,3876.51367158,3771.20182329
96622,872.515613,882.4951,451,872.515613,4412.4755,5284.991113,1745.031226,3529.9804,5275.0116259999995,2617.546839,2647.4853,5265.032139,3490.062452,1764.9902,5255.052652,4362.578065,882.4951,5245.073165,4402.496013,4392.516525999999,4382.537039,4372.557552
3356,850.48658703,915.53666839,452,850.48658703,4577.68334195,5428.16992898,1700.97317406,3662.14667356,5363.119847620001,2551.45976109,2746.61000517,5298.06976626,3401.94634812,1831.07333678,5233.0196849,4252.43293515,915.53666839,5167.96960354,4512.633260590001,4447.58317923,4382.53309787,4317.48301651
11828,711.742474,1016.601056,453,711.742474,5083.005279999999,5794.747753999999,1423.484948,4066.404224,5489.889172,2135.227422,3049.803168,5185.03059,2846.969896,2033.202112,4880.172008,3558.71237,1016.601056,4575.313426000001,4778.146698,4473.288116,4168.429534,3863.570952
121403,723.889636,977.079564,454,723.889636,4885.39782,5609.287456,1447.779272,3908.318256,5356.097528,2171.668908,2931.238692,5102.9076000000005,2895.558544,1954.159128,4849.717672,3619.44818,977.079564,4596.527744,4632.207892,4379.017964,4125.828036,3872.638108
91996,286.140129,811.07539303,455,286.140129,4055.3769651499997,4341.51709415,572.280258,3244.30157212,3816.5818301199997,858.420387,2433.22617909,3291.6465660900003,1144.560516,1622.15078606,2766.71130206,1430.700645,811.07539303,2241.7760380299997,3530.44170112,3005.50643709,2480.57117306,1955.63590903
52760,829.474667,1094.967124,456,829.474667,5474.83562,6304.310287,1658.949334,4379.868496,6038.81783,2488.424001,3284.9013720000003,5773.325373,3317.898668,2189.934248,5507.832915999999,4147.373335,1094.967124,5242.340459,5209.343163,4943.850706,4678.358249,4412.865792
5538,666.376407,1010.92657839,457,666.376407,5054.63289195,5721.00929895,1332.752814,4043.70631356,5376.45912756,1999.129221,3032.77973517,5031.90895617,2665.505628,2021.85315678,4687.35878478,3331.8820349999996,1010.92657839,4342.80861339,4710.08272056,4365.5325491700005,4020.98237778,3676.43220639
124125,891.014682,907.28374829,458,891.014682,4536.418741449999,5427.433423449999,1782.029364,3629.13499316,5411.16435716,2673.044046,2721.85124487,5394.895290869999,3564.058728,1814.56749658,5378.62622458,4455.07341,907.28374829,5362.35715829,4520.14967516,4503.88060887,4487.61154258,4471.3424762899995
12614,733.177995,952.550488,459,733.177995,4762.75244,5495.930435,1466.35599,3810.201952,5276.5579419999995,2199.533985,2857.651464,5057.1854490000005,2932.71198,1905.100976,4837.812956,3665.889975,952.550488,4618.440463,4543.379946999999,4324.0074540000005,4104.634961,3885.262468
88920,848.28668607,942.54961739,460,848.28668607,4712.74808695,5561.034773019999,1696.57337214,3770.19846956,5466.7718417,2544.86005821,2827.64885217,5372.50891038,3393.14674428,1885.09923478,5278.24597906,4241.43343035,942.54961739,5183.98304774,4618.48515563,4524.22222431,4429.95929299,4335.6963616699995
54657,847.883676,942.54961739,461,847.883676,4712.74808695,5560.63176295,1695.767352,3770.19846956,5465.96582156,2543.651028,2827.64885217,5371.29988017,3391.534704,1885.09923478,5276.63393878,4239.41838,942.54961739,5181.96799739,4618.08214556,4523.41620417,4428.75026278,4334.08432139
8909,793.472878,915.530135,462,793.472878,4577.650675,5371.123552999999,1586.945756,3662.12054,5249.066296,2380.418634,2746.590405,5127.0090390000005,3173.891512,1831.06027,5004.951782,3967.36439,915.530135,4882.894525,4455.593418,4333.536161,4211.478904,4089.421647
38394,844.479543,866.10658207,463,844.479543,4330.53291035,5175.01245335,1688.959086,3464.42632828,5153.38541428,2533.438629,2598.3197462099997,5131.75837521,3377.918172,1732.21316414,5110.13133614,4222.397715,866.10658207,5088.50429707,4308.90587128,4287.27883221,4265.65179314,4244.02475407
10980,836.483455,911.539033,464,836.483455,4557.695165,5394.178620000001,1672.96691,3646.156132,5319.123042,2509.450365,2734.617099,5244.067464,3345.93382,1823.078066,5169.011886,4182.417275,911.539033,5093.956308,4482.639587,4407.584009,4332.528431000001,4257.472853
8374,761.449142,913.04084429,465,761.449142,4565.20422145,5326.65336345,1522.898284,3652.16337716,5175.06166116,2284.3474260000003,2739.12253287,5023.4699588700005,3045.796568,1826.08168858,4871.87825658,3807.24571,913.04084429,4720.28655429,4413.61251916,4262.02081687,4110.42911458,3958.8374122900004
74818,652.362135,939.044364,466,652.362135,4695.22182,5347.583955,1304.72427,3756.177456,5060.901726,1957.086405,2817.133092,4774.219497,2609.44854,1878.088728,4487.537268,3261.8106749999997,939.044364,4200.855039,4408.539591,4121.857362,3835.1751329999997,3548.4929039999997
69070,399.22454,743.4574,467,399.22454,3717.2870000000003,4116.51154,798.44908,2973.8296,3772.27868,1197.67362,2230.3722,3428.04582,1596.89816,1486.9148,3083.81296,1996.1227,743.4574,2739.5801,3373.05414,3028.8212799999997,2684.58842,2340.35556
