,each_original_data,chosen_sum_from,chosen_sum,Cluster ID eps_0.1,Cluster ID eps_0.2,Cluster ID eps_0.3,Cluster ID eps_0.4,Cluster ID eps_0.5,Cluster ID eps_0.6,Cluster ID eps_0.7,Cluster ID eps_0.8,Cluster ID eps_0.9,Cluster ID eps_1.0
46,[y9-NH3] (2+) @ 548.5 & [b3-NH3] (1+) @ 296.11,2m1+m2,1393.1100000000001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,b7 (1+) @ 827.88 & bi(8-9) (1+) @ 241.91,m1+2m2,1311.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,y6(1+) @ 715.27 & [a6-NH3] (2+) @ 335.69,m1+2m2,1386.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,[y4-NH3] (2+) @ 234.7 & [b8-NH3](1+) @ 922.41,2m1+m2,1391.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
50,y8 (1+) @ 983.52 & ??? @ 216.78,m1+2m2,1417.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
51,y8(2+) @ 491.84 & b3(1+) @ 313.96,2m1+m2,1297.6399999999999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
52,[b9-2(H2O)] (1+) @ 516.81 & y2 (1+) @ 245.85,2m1+m2,1279.4699999999998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,??? @ 755.18 & y6(2+) @ 359.22,m1+2m2,1473.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,y1 (1+) @ 174.8 & a10 (2+) @ 577.12,m1+2m2,1329.04,-1,-1,-1,-1,3,4,4,4,4,4
55,y7 (2+) @ 443.31 & [b5-NH3] (1+) @ 524.29,2m1+m2,1410.9099999999999,1,1,1,1,1,1,1,1,1,1
56,bi5-9 (1+) @ 624.36 & [b4- H2O] (1+) @ 427.13,m1+2m2,1478.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
