,each_original_data,ion1,loss1,loss_sign1,charge1,mass1,ion2,loss2,loss_sign2,charge2,mass2,addition_mass1,addition_mass2,ion_mass1,ion_mass2,correct_mass1,correct_mass2,mass_difference1,mass_difference2,m1+m2,2m1+m2,m1+2m2,chosen_sum_from,chosen_sum,Cluster ID eps_0.1,Cluster ID eps_0.2,Cluster ID eps_0.3,Cluster ID eps_0.4,Cluster ID eps_0.5,Cluster ID eps_0.6,Cluster ID eps_0.7,Cluster ID eps_0.8,Cluster ID eps_0.9,Cluster ID eps_1.0
11,y5 (1+) 646.38 & ai5-6 (1+) @ 330.84,,,,,,ai5-6,,,1+,330.84,0.0,0.0,,330.046,,331.05325,,-0.21325000000001637,,,,m1+2m2,,,,,,,,,,,
12,y4(1+) @ 589.39 & [a6-NH3](2+) @ 416.05,y4,,,1+,589.39,a6,NH3,-,2+,416.05,0.0,17.02654910112,587.28764,849.24252,588.29489,417.11523544944,1.095109999999977,-1.0652354494399674,1005.44,1594.83,1421.49,2m1+m2,1594.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,y3(1+) @ 452.19 & [b8-NH3](2+) @ 527.73,y3,,,1+,452.19,b8,NH3,-,2+,527.73,0.0,17.02654910112,450.22873000000004,1071.33349,451.23598000000004,528.16072044944,0.9540199999999572,-0.4307204494399457,979.9200000000001,1432.1100000000001,1507.65,m1+2m2,1507.65,1,0,0,0,0,0,0,0,0,0
14,[b6-2(H2O)] (1+) @ 842.68 & y5 (2+) @ 323.57,b6,2(H2O),-,1+,842.68,y5,,,2+,323.57,36.02112936806,0.0,877.25312,644.3091000000001,842.23924063194,323.1618,0.4407593680599575,0.40819999999996526,1166.25,2008.9299999999998,1489.82,m1+2m2,1489.82,-1,-1,-1,2,2,2,2,1,1,1
15,y8(2+) @ 560.27 & [a3-NH3](1+) @ 358.97,y8,,,2+,560.27,a3,NH3,-,1+,358.97,0.0,17.02654910112,1117.39264,376.15898,559.70357,360.13968089888,0.5664299999999685,-1.1696808988799603,919.24,1479.51,1278.21,2m1+m2,1479.51,-1,1,1,3,3,3,3,2,2,2
16,[b4-H2O-NH3] (1+) @ 485.79 & [y7- CHONH2] (2+) @ 480.35,b4,H2O-NH3,-,1+,485.79,y7,CHONH2,-,2+,480.35,35.03711378515,45.02146372069,519.19652,1002.3657000000001,485.16665621485,479.679368139655,0.6233437851500412,0.6706318603449972,966.1400000000001,1451.93,1446.49,2m1+m2,1451.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,bi5-10 (1+) @ 840.5 & y1 (1+) 164.73,bi5-10,,,1+,840.5,,,,,,0.0,0.0,839.27857,,840.28582,,0.21418000000005577,,,,,m1+2m2,,,,,,,,,,,
18,y9(2+) @ 633.84 & [a2-NH3](1+) @ 211.71,y9,,,2+,633.84,a2,NH3,-,1+,211.71,0.0,17.02654910112,1264.4610500000001,229.09057,633.237775,213.07127089888002,0.6022249999999758,-1.361270898880008,845.5500000000001,1479.39,1057.26,2m1+m2,1479.39,-1,1,1,3,3,3,3,2,2,2
19,[y8-NH3](2+) @ 551.2 & [b3-NH3](1+) @ 387.05,y8,NH3,-,2+,551.2,b3,NH3,-,1+,387.05,17.02654910112,17.02654910112,1117.39264,404.16958,551.19029544944,388.15028089888,0.009704550560059033,-1.100280898879987,938.25,1489.45,1325.3000000000002,2m1+m2,1489.45,-1,2,2,2,2,2,2,1,1,1
20,y9(2+) @ 634.16 & b2(1+) @ 257.79,y9,,,2+,634.16,b2,,,1+,257.79,0.0,0.0,1264.4610500000001,257.10117,633.237775,258.10842,0.9222249999999121,-0.31842000000000326,891.95,1526.11,1149.74,2m1+m2,1526.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,[y7-NH3] (2+) @ 494.13 & [b4-HCOH – H2O] (1+) @ 456.16,y7,NH3,-,2+,494.13,b4,HCOH-H2O,-,1+,456.16,17.02654910112,48.02112936806,1002.3657000000001,519.19652,493.67682544944,472.18264063194,0.4531745505599929,-16.022640631939964,950.29,1444.42,1406.45,2m1+m2,1444.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,bi5-9 (1+) @ 656.39 & y2 (1+) @ 321.11,bi5-9,,,1+,656.39,y2,,,1+,321.11,0.0,0.0,683.17746,319.18824,684.18471,320.19549,-27.79471000000001,0.914510000000007,977.5,1633.8899999999999,1298.6100000000001,2m1+m2,1633.8899999999999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,y7 (2+) @ 502.88 & [b4-HCOH – H2O] (1+) @ 455.94,y7,,,2+,502.88,b4,HCOH-H2O,-,1+,455.94,0.0,48.02112936806,1002.3657000000001,519.19652,502.19010000000003,472.18264063194,0.689899999999966,-16.24264063193999,958.8199999999999,1461.7,1414.76,2m1+m2,1461.7,-1,-1,-1,-1,-1,4,4,3,3,3
24,[y7 – NH3] 2+ @ 494.11 & bi3-4 @ 262.78,,,,,494.11,bi3-4,,,,262.78,0.0,0.0,,262.09535,,263.1026,,-0.32260000000002265,756.89,1251.0,1019.67,2m1+m2,1251.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,[bi5-9 – CH3CH2SCH3] (1+) @ 608.2 & y2 (1+) @ 320.89,bi5-9,CH3CH2SCH3,-,1+,608.2,y2,,,1+,320.89,76.03467143224,0.0,683.17746,319.18824,608.15003856776,320.19549,0.049961432240024806,0.6945099999999798,929.09,1537.29,1249.98,2m1+m2,1537.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,[y9-NH3] (2+) @ 624.77 & [b2-NH3] (1+) @ 239.79,y9,NH3,-,2+,624.77,b2,NH3,-,1+,239.79,17.02654910112,17.02654910112,1264.4610500000001,257.10117,624.72450044944,241.08187089888003,0.045499550559952695,-1.2918708988800347,864.56,1489.33,1104.35,2m1+m2,1489.33,-1,2,2,2,2,2,2,1,1,1
27,bi3-8 (1+) @ 815.6 & y3 (1+) @ 452.34,bi3-8,,,1+,815.6,y3,,,1+,452.34,0.0,0.0,814.2323200000001,450.22873000000004,815.2395700000001,451.23598000000004,0.3604299999999512,1.1040199999999345,1267.94,2083.54,1720.28,m1+2m2,1720.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,[b4-HCOH – H2O] (1+) @ 456.12 & y2 (1+) @ 321.07,b4,HCOH-H2O,-,1+,456.12,y2,,,1+,321.07,48.02112936806,0.0,519.19652,319.18824,472.18264063194,320.19549,-16.062640631939985,0.8745099999999866,777.19,1233.31,1098.26,2m1+m2,1233.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,[y7 – NH3] (2+) @ 494.28 & [b4 - H2O – NH3] (1+) @ 484.76,y7,NH3,-,2+,494.28,b4,H2O-NH3,-,1+,484.76,17.02654910112,35.03711378515,1002.3657000000001,519.19652,493.67682544944,485.16665621485,0.6031745505599702,-0.4066562148499884,979.04,1473.32,1463.8,2m1+m2,1473.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,[bi5-9] (1+) @ 683.79 & [b4 - HCOH – H2O] (1+) @ 456.23,bi5-9,,,1+,683.79,b4,HCOH-H2O,-,1+,456.23,0.0,48.02112936806,683.17746,519.19652,684.18471,472.18264063194,-0.39471000000003187,-15.952640631939971,1140.02,1823.81,1596.25,m1+2m2,1596.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,y8 (2+) @ 560.59 & [b3 – 2(H2O)] (1+) @ 369.82,y8,,,2+,560.59,b3,2(H2O),-,1+,369.82,0.0,36.02112936806,1117.39264,404.16958,559.70357,369.15570063194,0.8864300000000185,0.6642993680599716,930.4100000000001,1491.0,1300.23,2m1+m2,1491.0,3,3,3,1,1,1,1,1,1,1
32,y5 (1+) @ 646.41 & bi5-6 (1+) @ 312.22,y5,,,1+,646.41,bi5-6,,,1+,312.22,0.0,0.0,644.3091000000001,358.0566,645.31635,359.06385,1.0936499999999114,-46.843849999999975,958.63,1605.04,1270.85,2m1+m2,1605.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,y9 (2+) @ 634.11 & [b2 – H2O – NH3] (1+) @ 222.72,y9,,,2+,634.11,b2,H2O-NH3,-,1+,222.72,0.0,35.03711378515,1264.4610500000001,257.10117,633.237775,223.07130621485004,0.8722249999999576,-0.351306214850041,856.83,1490.94,1079.55,2m1+m2,1490.94,3,3,3,1,1,1,1,1,1,1
34,b8 (2+) @ 536.55 & ??? @ 454.17,b8,,,2+,536.55,???,,,,454.17,0.0,0.0,1071.33349,,536.673995,,-0.12399500000003627,,990.72,1527.27,1444.8899999999999,2m1+m2,1527.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,y1(1+) @ 164.91 & [b10-NH3](2+) @ 671.48,y1,,,1+,164.91,b10,NH3,-,2+,671.48,0.0,17.02654910112,163.08713,1358.4750900000001,164.09438,671.73152044944,0.8156199999999956,-0.2515204494400223,836.39,1001.3,1507.8700000000001,m1+2m2,1507.8700000000001,0,0,0,0,0,0,0,0,0,0
36,y4(2+) @ 294.78 & [b7-NH3](1+) @ 917.61,y4,,,2+,294.78,b7,NH3,-,1+,917.61,0.0,17.02654910112,587.28764,934.27458,294.65107,918.25528089888,0.12892999999996846,-0.6452808988799461,1212.3899999999999,1507.17,2130.0,2m1+m2,1507.17,-1,-1,-1,0,0,0,0,0,0,0
37,bi3-9 (1+) @ 946.47 & y2 (1+) 321.09,bi3-9,,,1+,946.47,,,,,,0.0,0.0,945.27281,,946.28006,,0.18993999999997868,,,,,m1+2m2,,,,,,,,,,,
38,bi5-9 (1+) @ 683.85 & bi3-4 (1+) @ 263.1,bi5-9,,,1+,683.85,bi3-4,,,1+,263.1,0.0,0.0,683.17746,262.09535,684.18471,263.1026,-0.33470999999997275,-0.002599999999972624,946.95,1630.8000000000002,1210.0500000000002,2m1+m2,1630.8000000000002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,591.11 & 398.48,,,,,591.11,,,,,398.48,0.0,0.0,,,,,,,989.59,1580.7,1388.0700000000002,2m1+m2,1580.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,y9 (2+) @ 634.11 & ??? @ 194.76,y9,,,2+,634.11,???,,,,194.76,0.0,0.0,1264.4610500000001,,633.237775,,0.8722249999999576,,828.87,1462.98,1023.63,2m1+m2,1462.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,[y8-NH3] (2+) @ 551.28 & [a3-H2O] (1+) @ 358.64,y8,NH3,-,2+,551.28,a3,H2O,-,1+,358.64,17.02654910112,18.01056468403,1117.39264,376.15898,551.19029544944,359.15566531597,0.08970455055998627,-0.5156653159700113,909.92,1461.1999999999998,1268.56,2m1+m2,1461.1999999999998,-1,-1,-1,-1,-1,4,4,3,3,3
42,y8(2+) @ 560.81 & ??? @ 342.47,y8,,,2+,560.81,???,,,,342.47,0.0,0.0,1117.39264,,559.70357,,1.106429999999932,,903.28,1464.09,1245.75,2m1+m2,1464.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43,y4(1+) @ 589.96 & ??? @ 329.12,y4,,,1+,589.96,???,,,,329.12,0.0,0.0,587.28764,,588.29489,,1.665110000000027,,919.08,1509.04,1248.2,2m1+m2,1509.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,bi5-10 (1+) @ 840.36 & [b4 – H2O – NH3] (1+) @ 485.91,bi5-10,,,1+,840.36,b4,H2O-NH3,-,1+,485.91,0.0,35.03711378515,839.27857,519.19652,840.28582,485.16665621485,0.07418000000006941,0.7433437851500457,1326.27,2166.63,1812.18,m1+m2,1326.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,518.97 & 454.06,,,,,518.97,,,,,454.06,0.0,0.0,,,,,,,973.03,1492.0,1427.0900000000001,2m1+m2,1492.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
46,y5 (1+) @ 646.3 & [b4-HCOH – H2O] (1+) @ 456.09,y5,,,1+,646.3,b4,HCOH-H2O,-,1+,456.09,0.0,48.02112936806,644.3091000000001,519.19652,645.31635,472.18264063194,0.9836499999998978,-16.092640631940014,1102.3899999999999,1748.6899999999998,1558.48,m1+2m2,1558.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,y6 (1+) @ 889.27 & a3 (1+) @ 378.19,y6,,,1+,889.27,a3,,,1+,378.19,0.0,0.0,887.3387600000001,376.15898,888.3460100000001,377.16623,0.9239899999998897,1.0237700000000132,1267.46,2156.73,1645.65,m1+2m2,1645.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,[b4 – H2O – NH3] (1+) @ 484.86 & y2 (1+) @ 320.83,b4,H2O-NH3,-,1+,484.86,y2,,,1+,320.83,35.03711378515,0.0,519.19652,319.18824,485.16665621485,320.19549,-0.30665621484996564,0.6345099999999775,805.69,1290.55,1126.52,2m1+m2,1290.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,y5 (2+) @ 323.7 & [a6-NH3] (1+) @ 832.58,y5,,,2+,323.7,a6,NH3,-,1+,832.58,0.0,17.02654910112,644.3091000000001,849.24252,323.1618,833.22322089888,0.5381999999999607,-0.6432208988799175,1156.28,1479.98,1988.8600000000001,2m1+m2,1479.98,-1,-1,-1,-1,3,3,3,2,2,2
50,567.88 & 374.49,,,,,567.88,,,,,374.49,0.0,0.0,,,,,,,942.37,1510.25,1316.8600000000001,2m1+m2,1510.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
