,m/z A,m/z B,Ranking,selected_total,charge_A,charge_B,explanation_A,explanation_B,parent_isotope_idx,isotopic_classification,deviation_A,deviation_B,deviation,theoretical_mass_A,theoretical_mass_B
64,817.347653,927.470198,27416,16961.198492,6,13,,,0.9999999999990486,Parent+0 (Unannotated),,,0.09277200001452002,,
65,845.730494,909.458425,27901,16961.07042,5,14,,,0.9999999999990486,Parent+0 (Unannotated),,,0.035299999984999886,,
70,885.507007,930.968234,30409,16961.016814000002,16,3,,,0.9999999999990486,Parent+0 (Unannotated),,,0.08890599998267135,,
77,872.699339,926.965682,31515,16961.151842,12,7,,,0.9999999999990486,Parent+0 (Unannotated),,,0.04612200001429301,,
87,884.079238,898.953021,34328,16961.117135,8,11,,,0.9999999999990486,Parent+0 (Unannotated),,,0.011415000015404075,,
93,869.934916,893.958514,36337,16961.188168,1,18,,,0.9999999999990486,Parent+0 (Unannotated),,,0.08244800001557451,,
100,817.347653,927.4592,39179,16961.055518,6,13,,,0.9999999999990486,Parent+0 (Unannotated),,,0.050201999983983114,,
107,695.787239,1007.556658,41720,16961.190569,7,12,,,0.9999999999990486,Parent+0 (Unannotated),,,0.0848490000134916,,
112,343.235955,923.217993,45377,16961.159829,1,18,,,0.9999999999990486,Parent+0 (Unannotated),,,0.054109000015159836,,
115,883.94557,904.704528,46842,16961.037494,11,8,,,0.9999999999990486,Parent+0 (Unannotated),,,0.06822599998486112,,
117,883.456071,1058.843414,47563,16961.052691999997,18,1,,,0.9999999999990486,Parent+0 (Unannotated),,,0.05302799998753471,,
121,817.347653,1021.844329,49487,16961.082139000002,12,7,,,0.9999999999990486,Parent+0 (Unannotated),,,0.023580999983096262,,
147,891.206918,919.464686,57855,16961.18921,18,1,,,0.9999999999990486,Parent+0 (Unannotated),,,0.08349000001544482,,
159,890.708905,898.225089,62049,16961.050115,14,5,,,0.9999999999990486,Parent+0 (Unannotated),,,0.05560499998682644,,
161,884.079238,897.708926,62192,16961.061778,7,12,,,0.9999999999990486,Parent+0 (Unannotated),,,0.04394199998569093,,
164,886.454606,906.206858,63479,16961.151026,13,6,,,0.9999999999990486,Parent+0 (Unannotated),,,0.04530600001453422,,
175,685.428345,931.551515,67981,16961.109275,3,16,,,0.9999999999990486,Parent+0 (Unannotated),,,0.003555000013875542,,
176,852.171187,897.461094,67996,16961.180972000002,2,17,,,0.9999999999990486,Parent+0 (Unannotated),,,0.07525200001691701,,
177,869.197345,932.960256,68202,16961.089932,12,7,,,0.9999999999990486,Parent+0 (Unannotated),,,0.01578799998605973,,
185,817.31554,927.470198,71483,16961.005814,6,13,,,0.9999999999990486,Parent+0 (Unannotated),,,0.09990599998491234,,
186,877.197287,898.225089,71611,16961.137681,5,14,,,0.9999999999990486,Parent+0 (Unannotated),,,0.031961000015144236,,
188,876.695401,937.463434,72113,16961.052784,14,5,,,0.9999999999990486,Parent+0 (Unannotated),,,0.052935999985493254,,
192,883.745171,926.217279,72848,16961.046681,15,4,,,0.9999999999990486,Parent+0 (Unannotated),,,0.05903899998520501,,
194,759.012528,940.431881,72997,16961.108974,5,14,,,0.9999999999990486,Parent+0 (Unannotated),,,0.0032540000138396863,,
197,800.455433,1092.527045,75208,16961.082899,13,6,,,0.9999999999990486,Parent+0 (Unannotated),,,0.022820999984105583,,
201,872.939177,904.203625,76829,16961.017739,7,12,,,0.9999999999990486,Parent+0 (Unannotated),,,0.08798099998602993,,
202,804.432863,924.203777,77071,16961.017193,5,14,,,0.9999999999990486,Parent+0 (Unannotated),,,0.08852699998533353,,
204,880.690581,898.225089,78471,16961.069643,6,13,,,0.9999999999990486,Parent+0 (Unannotated),,,0.036076999986107694,,
207,721.004058,938.476008,80289,16961.156351999998,4,15,,,0.9999999999990486,Parent+0 (Unannotated),,,0.05063200001313817,,
208,872.689221,926.965682,80499,16961.030425999998,12,7,,,0.9999999999990486,Parent+0 (Unannotated),,,0.07529399998747976,,
210,851.170745,1114.122014,80980,16961.097962,16,3,,,0.9999999999990486,Parent+0 (Unannotated),,,0.00775799998518778,,
214,883.444093,1059.177174,83341,16961.170847999998,18,1,,,0.9999999999990486,Parent+0 (Unannotated),,,0.06512800001291907,,
221,851.920821,897.49065,85434,16961.182692,2,17,,,0.9999999999990486,Parent+0 (Unannotated),,,0.07697200001348392,,
233,890.458114,898.953021,89403,16961.178701,14,5,,,0.9999999999990486,Parent+0 (Unannotated),,,0.07298100001571584,,
5,884.44667,900.20108,1728,16962.03083,9,10,,,2.000000000001723,Parent+2 (Unannotated),,,0.07823999998799991,,
11,720.33549,938.713248,5184,16962.040680000002,4,15,,,2.000000000001723,Parent+2 (Unannotated),,,0.0683899999858113,,
27,884.079238,938.96428,11942,16962.160648,16,3,,,2.000000000001723,Parent+2 (Unannotated),,,0.05157800001325086,,
31,869.68431,942.717789,13785,16962.202764,13,6,,,2.000000000001723,Parent+2 (Unannotated),,,0.0936940000137838,,
42,879.441334,897.49065,17772,16962.07577,5,14,,,2.000000000001723,Parent+2 (Unannotated),,,0.03329999998823041,,
46,884.079238,966.430778,19201,16962.208602000002,17,2,,,2.000000000001723,Parent+2 (Unannotated),,,0.09953200001473306,,
51,872.197469,927.957063,21896,16962.069069,12,7,,,2.000000000001723,Parent+2 (Unannotated),,,0.040000999986659735,,
56,881.982424,904.704528,23558,16962.164991999998,10,9,,,2.000000000001723,Parent+2 (Unannotated),,,0.055922000010468764,,
73,884.196196,898.953021,30722,16962.052799,8,11,,,2.000000000001723,Parent+2 (Unannotated),,,0.05627099998673657,,
84,873.189636,897.956879,33831,16962.111729,4,15,,,2.000000000001723,Parent+2 (Unannotated),,,0.002659000012499746,,
89,808.035566,897.451278,34578,16962.15857,1,18,,,2.000000000001723,Parent+2 (Unannotated),,,0.04950000001190347,,
90,884.413182,894.96066,35140,16962.062628,4,15,,b120,2.000000000001723,Parent+2 (Unannotated),,0.0738400000063848,0.046441999988019234,,13410.226299999993
110,873.2009,1058.843414,43368,16962.102128,17,2,,,2.000000000001723,Parent+2 (Unannotated),,,0.0069419999890669715,,
113,879.941399,940.766821,45523,16962.188269000002,15,4,,,2.000000000001723,Parent+2 (Unannotated),,,0.07919900001434144,,
119,695.287678,1164.249403,48045,16962.159682,11,8,,y85,2.000000000001723,Parent+2 (Unannotated),,0.09040599999934784,0.05061200001364341,,9307.03075
120,890.458114,933.960189,49323,16962.206241,18,1,,,2.000000000001723,Parent+2 (Unannotated),,,0.0971710000121675,,
123,872.197469,927.970791,49831,16962.165165,12,7,,,2.000000000001723,Parent+2 (Unannotated),,,0.05609500001082779,,
131,751.330195,1288.710943,52335,16962.177445,14,5,,,2.000000000001723,Parent+2 (Unannotated),,,0.06837500001347507,,
132,886.20524,897.49065,52681,16962.03907,8,11,,,2.000000000001723,Parent+2 (Unannotated),,,0.06999999998879503,,
133,884.504157,893.710939,52804,16962.094277,2,17,,,2.000000000001723,Parent+2 (Unannotated),,,0.014792999987548683,,
141,846.398733,934.461121,54843,16962.199807,9,10,,,2.000000000001723,Parent+2 (Unannotated),,,0.09073700001317775,,
146,886.955319,941.965823,57287,16962.172069,17,2,,,2.000000000001723,Parent+2 (Unannotated),,,0.06299900001249625,,
149,890.21043,898.225089,58937,16962.086124,13,6,,,2.000000000001723,Parent+2 (Unannotated),,,0.022945999986404786,,
151,884.413182,904.203625,59934,16962.174002,11,8,,,2.000000000001723,Parent+2 (Unannotated),,,0.06493200001204968,,
154,798.369096,1022.499187,60880,16962.053552,11,8,,,2.000000000001723,Parent+2 (Unannotated),,,0.05551799998647766,,
155,876.959639,901.956625,60946,16962.196973000002,7,12,,,2.000000000001723,Parent+2 (Unannotated),,,0.08790300001419382,,
160,872.950238,919.962525,62075,16962.152818,11,8,,,2.000000000001723,Parent+2 (Unannotated),,,0.04374800001096446,,
165,855.172902,974.135295,63681,16962.059496,13,6,,,2.000000000001723,Parent+2 (Unannotated),,,0.04957399998602341,,
166,242.151227,1125.10197,65016,16962.183715,5,14,,,2.000000000001723,Parent+2 (Unannotated),,,0.07464500001151464,,
170,872.939177,919.962525,66028,16962.031147,11,8,,,2.000000000001723,Parent+2 (Unannotated),,,0.07792299998618546,,
178,855.423667,934.210524,68703,16962.131386,10,9,,,2.000000000001723,Parent+2 (Unannotated),,,0.02231600001323386,,
180,884.413182,923.953068,69898,16962.010002,15,4,,,2.000000000001723,Parent+2 (Unannotated),,,0.0990679999886197,,
195,883.745171,926.465886,73212,16962.041108999998,15,4,,,2.000000000001723,Parent+2 (Unannotated),,,0.06796099998973659,,
203,882.98564,909.458425,77167,16962.036655,12,7,,,2.000000000001723,Parent+2 (Unannotated),,,0.07241499998781364,,
206,886.955319,897.956879,80187,16962.166661,9,10,,,2.000000000001723,Parent+2 (Unannotated),,,0.057591000011598226,,
211,846.398733,1022.499187,81281,16962.078197,14,5,,,2.000000000001723,Parent+2 (Unannotated),,,0.030872999988787342,,
213,876.709668,927.470198,83144,16962.046872,13,6,,,2.000000000001723,Parent+2 (Unannotated),,,0.06219799998871167,,
218,882.484263,1077.400566,84257,16962.1173,18,1,,,2.000000000001723,Parent+2 (Unannotated),,,0.00823000001400942,,
223,760.836221,1596.27534,85720,16962.205556,16,3,,,2.000000000001723,Parent+2 (Unannotated),,,0.09648600001310115,,
225,890.21043,938.228289,87953,16962.016029,18,1,,,2.000000000001723,Parent+2 (Unannotated),,,0.09304099998917081,,
231,880.442702,1114.122014,89043,16962.090650000002,18,1,,,2.000000000001723,Parent+2 (Unannotated),,,0.018419999985781033,,
9,877.447532,898.20674,4616,16962.13202,5,14,b40+2,y113,2.000000000001723,b+2,0.03667000000041298,0.049590000007810886,0.02295000001322478,4383.24297,12561.742849999993
62,884.44667,894.96066,25983,16962.19658,4,15,y33+2,b120,2.000000000001723,y+2,0.0036399999989953358,0.0738400000063848,0.0875100000121165,3534.759520000001,13410.226299999993
1,685.428345,1177.924993,898,16963.111739,11,8,,,3.000000000000772,Parent+3 (Unannotated),,,0.0006809999867982697,,
4,876.444012,928.219565,1550,16963.089546000003,13,6,,,3.000000000000772,Parent+3 (Unannotated),,,0.022873999983858084,,
15,617.343855,944.447173,6695,16963.186333,3,16,,,3.000000000000772,Parent+3 (Unannotated),,,0.073913000014727,,
16,883.41091,905.70503,6823,16963.16025,11,8,,,3.000000000000772,Parent+3 (Unannotated),,,0.04783000001407345,,
19,817.84918,1292.49332,8594,16963.06684,16,3,,,3.000000000000772,Parent+3 (Unannotated),,,0.04557999998723972,,
29,886.955319,942.467165,13630,16963.174753,17,2,,,3.000000000000772,Parent+3 (Unannotated),,,0.062333000012586126,,
35,872.939177,901.956625,15122,16963.071187,6,13,,,3.000000000000772,Parent+3 (Unannotated),,,0.041232999985368224,,
36,851.920821,938.214337,15247,16963.137243,10,9,,,3.000000000000772,Parent+3 (Unannotated),,,0.02482300001429394,,
44,886.955319,905.454576,18409,16963.146603,13,6,,,3.000000000000772,Parent+3 (Unannotated),,,0.03418300001430907,,
45,886.20524,1011.490846,18621,16963.185166,18,1,,,3.000000000000772,Parent+3 (Unannotated),,,0.07274600001255749,,
47,872.950238,901.956625,19338,16963.137553,6,13,,,3.000000000000772,Parent+3 (Unannotated),,,0.025133000013738638,,
54,886.955319,923.969563,23201,16963.193793,16,3,,,3.000000000000772,Parent+3 (Unannotated),,,0.08137300001180847,,
55,845.396306,935.462508,23287,16963.191833999997,9,10,,,3.000000000000772,Parent+3 (Unannotated),,,0.07941400001072907,,
57,884.413182,924.218163,23714,16963.070381999998,15,4,,,3.000000000000772,Parent+3 (Unannotated),,,0.042037999988679076,,
59,687.371323,904.203625,23777,16963.036573,1,18,,,3.000000000000772,Parent+3 (Unannotated),,,0.07584699998551514,,
66,872.447463,898.225089,28320,16963.166187000003,4,15,,,3.000000000000772,Parent+3 (Unannotated),,,0.05376700001579593,,
74,846.398733,1140.250036,31158,16963.129836,16,3,,,3.000000000000772,Parent+3 (Unannotated),,,0.017416000013326993,,
80,886.20524,917.501688,32428,16963.085352000002,15,4,,,3.000000000000772,Parent+3 (Unannotated),,,0.02706799998486531,,
85,869.934916,924.218163,34018,16963.02938,11,8,,,3.000000000000772,Parent+3 (Unannotated),,,0.08303999998679501,,
86,883.956678,904.954557,34178,16963.159914,11,8,,,3.000000000000772,Parent+3 (Unannotated),,,0.04749400001310278,,
94,466.278915,942.968225,36960,16963.017655,2,17,,,3.000000000000772,Parent+3 (Unannotated),,,0.09476499998709187,,
96,850.670177,930.709489,38062,16963.126483,9,10,,,3.000000000000772,Parent+3 (Unannotated),,,0.014063000013265992,,
97,891.457481,904.203625,38496,16963.184427,17,2,,,3.000000000000772,Parent+3 (Unannotated),,,0.0720070000134001,,
104,884.504157,904.203625,40584,16963.174726999998,11,8,,,3.000000000000772,Parent+3 (Unannotated),,,0.062307000011060154,,
106,889.958045,898.953021,41670,16963.172711,13,6,,,3.000000000000772,Parent+3 (Unannotated),,,0.060291000012512086,,
114,596.726614,1159.263614,45946,16963.175666,9,10,,,3.000000000000772,Parent+3 (Unannotated),,,0.06324600001244107,,
116,883.745171,926.719357,47434,16963.054992999998,15,4,,,3.000000000000772,Parent+3 (Unannotated),,,0.05742699998882017,,
118,876.946427,898.456067,47760,16963.117073,5,14,,,3.000000000000772,Parent+3 (Unannotated),,,0.004653000014513964,,
130,355.235876,1140.89863,51965,16963.097446,6,13,,,3.000000000000772,Parent+3 (Unannotated),,,0.014973999986978015,,
135,891.206918,893.958514,53008,16963.198998,8,11,,,3.000000000000772,Parent+3 (Unannotated),,,0.08657800001310534,,
136,890.957775,894.448102,53055,16963.100995,9,10,,,3.000000000000772,Parent+3 (Unannotated),,,0.011424999986047624,,
140,856.426049,933.210536,54729,16963.155314000003,10,9,,,3.000000000000772,Parent+3 (Unannotated),,,0.04289400001653121,,
148,884.413182,924.203777,58442,16963.012838,15,4,,,3.000000000000772,Parent+3 (Unannotated),,,0.0995819999880041,,
169,883.444093,901.205882,65909,16963.055657,9,10,,,3.000000000000772,Parent+3 (Unannotated),,,0.056762999985949136,,
172,844.418759,927.970791,66901,16963.028773,8,11,,,3.000000000000772,Parent+3 (Unannotated),,,0.0836469999885594,,
182,884.746851,922.966932,70364,16963.070493,15,4,,,3.000000000000772,Parent+3 (Unannotated),,,0.041926999987481395,,
187,846.398733,1140.230185,71849,16963.070283,16,3,,,3.000000000000772,Parent+3 (Unannotated),,,0.04213699998581433,,
189,884.696825,915.459892,72231,16963.05501,14,5,,,3.000000000000772,Parent+3 (Unannotated),,,0.05740999998670304,,
190,851.170745,897.697057,72732,16963.191458999998,2,17,,,3.000000000000772,Parent+3 (Unannotated),,,0.07903900001110742,,
191,880.690581,926.707941,72742,16963.207839,14,5,,,3.000000000000772,Parent+3 (Unannotated),,,0.0954190000120434,,
199,559.31191,1192.929229,76116,16963.09948,9,10,,,3.000000000000772,Parent+3 (Unannotated),,,0.012939999985974282,,
200,818.466536,1289.210739,76353,16963.096793,16,3,,,3.000000000000772,Parent+3 (Unannotated),,,0.015626999986125156,,
216,880.192272,901.956625,83834,16963.061051,8,11,,,3.000000000000772,Parent+3 (Unannotated),,,0.05136899998615263,,
229,883.956678,897.956879,88824,16963.179294,7,12,,,3.000000000000772,Parent+3 (Unannotated),,,0.06687400001464994,,
232,876.444012,928.206865,89206,16963.013346,13,6,,,3.000000000000772,Parent+3 (Unannotated),,,0.09907399998701294,,
234,869.68431,898.953021,89546,16963.032555,4,15,y32,b121+3,3.000000000000772,b+3,0.017640000001392764,0.07225499999185558,0.07986499998514773,3475.731360000001,13470.257809999994
25,876.444012,897.155745,11416,16963.112223,4,15,b32+4,,3.000000000000772,b+4,0.07359200000109922,,0.00019699998665601015,3502.826120000001,
0,883.456071,908.957161,405,16964.172979,12,7,,,3.99999999999982,Parent+3 (Unannotated),,,0.057209000013244804,,
2,884.504157,897.708926,1410,16964.036211,7,12,,,3.99999999999982,Parent+3 (Unannotated),,,0.07955899998705718,,
3,685.428345,966.932342,1547,16964.194513,5,14,,,3.99999999999982,Parent+3 (Unannotated),,,0.07874300001276424,,
7,466.780285,942.968225,2457,16964.020395,2,17,,,3.99999999999982,Parent+3 (Unannotated),,,0.09537499998623389,,
14,883.94557,926.217279,6569,16964.052666,15,4,,,3.99999999999982,Parent+3 (Unannotated),,,0.06310399998619687,,
17,846.398733,1140.564372,7442,16964.072844000002,16,3,,,3.99999999999982,Parent+3 (Unannotated),,,0.04292599998370861,,
18,880.690581,938.464043,7699,16964.214887,15,4,,,3.99999999999982,Parent+3 (Unannotated),,,0.09911700001248391,,
20,688.355339,904.203625,8680,16964.020589,1,18,,,3.99999999999982,Parent+3 (Unannotated),,,0.09518099998604157,,
21,884.413182,924.466988,9559,16964.065682,15,4,,,3.99999999999982,Parent+3 (Unannotated),,,0.050087999985407805,,
24,883.456071,942.968225,11257,16964.201811,16,3,,,3.99999999999982,Parent+3 (Unannotated),,,0.08604100001321058,,
26,890.708905,931.413618,11859,16964.173907999997,18,1,,,3.99999999999982,Parent+3 (Unannotated),,,0.058138000011240365,,
28,886.955319,942.968225,12584,16964.176873,17,2,,,3.99999999999982,Parent+3 (Unannotated),,,0.06110300001455471,,
33,886.955319,893.958514,14005,16964.202181,3,16,,,3.99999999999982,Parent+3 (Unannotated),,,0.08641100001477753,,
34,884.079238,967.43323,15017,16964.213506,17,2,,,3.99999999999982,Parent+3 (Unannotated),,,0.0977360000142653,,
41,880.442702,919.712623,17181,16964.030864,13,6,,,3.99999999999982,Parent+3 (Unannotated),,,0.08490599998549442,,
58,799.037841,1021.83035,23720,16964.059050999997,11,8,,,3.99999999999982,Parent+3 (Unannotated),,,0.05671899998924346,,
61,869.68431,932.554952,24501,16964.096383999997,12,7,,,3.99999999999982,Parent+3 (Unannotated),,,0.01938599998902646,,
63,817.84918,927.470198,26228,16964.207653999998,6,13,,,3.99999999999982,Parent+3 (Unannotated),,,0.09188400001221453,,
67,844.920578,946.106347,29110,16964.162903,10,9,,,3.99999999999982,Parent+3 (Unannotated),,,0.04713300001458265,,
68,883.444093,908.981236,29656,16964.197767999998,12,7,,,3.99999999999982,Parent+3 (Unannotated),,,0.08199800001239055,,
69,817.84918,927.4592,30181,16964.06468,6,13,,,3.99999999999982,Parent+3 (Unannotated),,,0.0510899999862886,,
72,890.957775,894.947526,30709,16964.105484,10,9,,,3.99999999999982,Parent+3 (Unannotated),,,0.010285999986081151,,
75,883.456071,893.958514,31329,16964.20688,2,17,,,3.99999999999982,Parent+3 (Unannotated),,,0.0911100000157603,,
76,884.079238,897.956879,31466,16964.037214,7,12,,,3.99999999999982,Parent+3 (Unannotated),,,0.07855599998583784,,
83,844.920578,927.705137,33089,16964.121131,8,11,,,3.99999999999982,Parent+3 (Unannotated),,,0.005361000014090678,,
88,883.444093,908.957161,34483,16964.029242999997,12,7,,,3.99999999999982,Parent+3 (Unannotated),,,0.08652699998856406,,
91,695.787239,983.801129,35419,16964.138111,6,13,,,3.99999999999982,Parent+3 (Unannotated),,,0.022341000014421297,,
101,886.454606,897.49065,39274,16964.033998,8,11,,,3.99999999999982,Parent+3 (Unannotated),,,0.08177199998681317,,
102,872.950238,893.958514,39533,16964.20349,1,18,,,3.99999999999982,Parent+3 (Unannotated),,,0.08772000001408742,,
103,872.689221,898.225089,39826,16964.133219,4,15,,,3.99999999999982,Parent+3 (Unannotated),,,0.017449000013584737,,
108,876.695401,897.155745,41915,16964.117779,4,15,,,3.99999999999982,Parent+3 (Unannotated),,,0.002009000014368212,,
122,876.959639,1178.927572,49701,16964.201074,18,1,,,3.99999999999982,Parent+3 (Unannotated),,,0.08530400001473026,,
124,882.484263,931.707159,49905,16964.092581,15,4,,,3.99999999999982,Parent+3 (Unannotated),,,0.023188999984995462,,
126,891.206918,897.451278,50912,16964.153242,14,5,,,3.99999999999982,Parent+3 (Unannotated),,,0.03747200001453166,,
128,872.939177,904.454277,51583,16964.025563000003,7,12,,,3.99999999999982,Parent+3 (Unannotated),,,0.09020699998291093,,
134,884.196196,938.96428,52920,16964.031976,16,3,,,3.99999999999982,Parent+3 (Unannotated),,,0.08379399998739245,,
137,884.196196,902.45974,53579,16964.09962,10,9,,,3.99999999999982,Parent+3 (Unannotated),,,0.016149999984918395,,
142,876.444012,898.701928,54986,16964.047051999998,5,14,,,3.99999999999982,Parent+3 (Unannotated),,,0.06871799998771166,,
144,884.413182,900.449577,55348,16964.214408,9,10,,,3.99999999999982,Parent+3 (Unannotated),,,0.09863800001403433,,
152,883.745171,926.965682,60376,16964.040293,15,4,,,3.99999999999982,Parent+3 (Unannotated),,,0.07547699998758617,,
153,889.958045,900.952596,60448,16964.17561,14,5,,,3.99999999999982,Parent+3 (Unannotated),,,0.05984000001262757,,
156,877.447532,909.959747,61093,16964.113042999998,10,9,,,3.99999999999982,Parent+3 (Unannotated),,,0.002726999988226453,,
157,819.469685,926.719357,61582,16964.169751,6,13,,,3.99999999999982,Parent+3 (Unannotated),,,0.053981000015483005,,
158,872.950238,926.965682,61888,16964.16263,12,7,,,3.99999999999982,Parent+3 (Unannotated),,,0.04686000001311186,,
168,884.746851,923.217993,65804,16964.074737,15,4,,,3.99999999999982,Parent+3 (Unannotated),,,0.04103299998678267,,
173,872.699339,898.225089,66990,16964.173691,4,15,,,3.99999999999982,Parent+3 (Unannotated),,,0.05792100001417566,,
179,884.413182,904.454277,69255,16964.179218,11,8,,,3.99999999999982,Parent+3 (Unannotated),,,0.06344800001534168,,
181,890.957775,895.44869,70116,16964.125045,11,8,,,3.99999999999982,Parent+3 (Unannotated),,,0.00927500001489534,,
184,877.447532,926.217279,71166,16964.12159,13,6,,,3.99999999999982,Parent+3 (Unannotated),,,0.005820000013045501,,
193,886.955319,900.952596,72977,16964.129277,11,8,,,3.99999999999982,Parent+3 (Unannotated),,,0.01350700001421501,,
198,872.689221,1064.182766,75841,16964.082288999998,17,2,,,3.99999999999982,Parent+3 (Unannotated),,,0.03348099998765974,,
